,2P,2P%,2PA,3P,3P%,3PA,AST,Awards,BLK,Conf,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,Name,ORB,PF,PTS,SOS,STL,School,Season,TOV,TRB, 
1185,3.2,0.512,6.3,2.7,0.386,7.1,1.9,,0.2,Big 12,2.7,5.9,0.445,13.3,1.9,0.75,2.5,33,33,32.1,Buddy Hield,1.8,2.2,16.5,8.97,1.4,Oklahoma,['2013-14'],1.8,4.4,0
1186,3.2,0.469,6.8,2.7,0.359,7.4,1.9,Big 12 POY,0.2,Big 12,3.8,5.9,0.41200000000000003,14.2,3.1,0.823,3.7,35,35,32.4,Buddy Hield,1.6,1.7,17.4,9.94,1.3,Oklahoma,['2014-15'],1.9,5.4,0
1187,4.2,0.552,7.5,4.0,0.457,8.7,2.0,TSN POY; Big 12 POY; USBWA POY,0.5,Big 12,4.5,8.1,0.501,16.2,4.8,0.88,5.4,37,37,35.4,Buddy Hield,1.2,2.1,25.0,11.14,1.1,Oklahoma,['2015-16'],3.1,5.7,0
1188,3.3,0.508,6.5,2.6,0.39,6.8,1.9,,0.3,,3.4,5.9,0.44799999999999995,13.2,2.8,0.836,3.4,132,118,31.7,Buddy Hield,1.6,2.0,17.4,9.28,1.3,Oklahoma,['Career'],2.2,5.0,0
1189,3.6,0.502,7.3,3.1,0.408,7.7,2.2,0,0.3,SEC,3.7,6.8,0.45399999999999996,14.9,3.3,0.7829999999999999,4.2,36,36,35.2,Jamal Murray,1.5,2.1,20.0,8.84,1.0,Kentucky,['2015-16'],2.3,5.2,
1190,3.6,0.502,7.3,3.1,0.408,7.7,2.2,0,0.3,,3.7,6.8,0.45399999999999996,14.9,3.3,0.7829999999999999,4.2,36,36,35.2,Jamal Murray,1.5,2.1,20.0,8.84,1.0,Kentucky,['Career'],2.3,5.2,
1191,4.6,0.568,8.2,0.6,0.35,1.8,0.8,0,1.6,Pac-12,2.9,5.3,0.53,9.9,2.6,0.682,3.8,34,34,24.9,Marquese Chriss,2.5,4.1,13.7,8.12,0.9,Washington,['2015-16'],2.0,5.4,
1192,4.6,0.568,8.2,0.6,0.35,1.8,0.8,0,1.6,,2.9,5.3,0.53,9.9,2.6,0.682,3.8,34,34,24.9,Marquese Chriss,2.5,4.1,13.7,8.12,0.9,Washington,['Career'],2.0,5.4,
1193,3.8,0.684,5.5,0.0,0.0,0.0,0.7,,1.9,Pac-12,4.1,3.8,0.6809999999999999,5.5,1.6,0.444,3.6,34,34,23.3,Jakob Poeltl,2.7,2.4,9.1,7.42,0.4,Utah,['2014-15'],1.6,6.8,0
1194,6.3,0.6459999999999999,9.8,0.0,0.0,0.0,1.9,Pac-12 POY,1.6,Pac-12,6.3,6.3,0.6459999999999999,9.8,4.6,0.6890000000000001,6.6,36,36,30.4,Jakob Poeltl,2.8,2.3,17.2,8.79,0.6,Utah,['2015-16'],2.1,9.1,0
1195,5.1,0.659,7.7,0.0,0.0,0.0,1.3,,1.7,,5.2,5.1,0.6579999999999999,7.7,3.1,0.605,5.2,70,70,26.9,Jakob Poeltl,2.8,2.4,13.3,8.1,0.5,Utah,['Career'],1.8,8.0,0
1196,3.8,0.6679999999999999,5.7,0.0,0.0,0.0,0.9,0,0.3,WCC,4.9,3.8,0.6679999999999999,5.7,2.1,0.664,3.1,38,1,21.6,Domantas Sabonis,2.2,2.7,9.7,5.12,0.4,Gonzaga,['2014-15'],1.6,7.1,
1197,6.5,0.621,10.5,0.1,0.35700000000000004,0.4,1.8,0,0.9,WCC,8.8,6.6,0.611,10.9,4.2,0.769,5.4,36,31,31.9,Domantas Sabonis,3.1,3.2,17.6,4.23,0.6,Gonzaga,['2015-16'],2.6,11.8,
1198,5.1,0.638,8.0,0.1,0.35700000000000004,0.2,1.3,0,0.6,,6.8,5.2,0.632,8.2,3.1,0.7290000000000001,4.2,74,32,26.6,Domantas Sabonis,2.6,3.0,13.5,4.67,0.5,Gonzaga,['Career'],2.0,9.4,
1199,1.4,0.611,2.3,0.1,0.33299999999999996,0.3,0.1,0,0.1,Big 12,1.3,1.5,0.583,2.5,0.7,0.727,0.9,24,0,6.4,Taurean Prince,0.9,1.5,3.7,7.13,0.4,Baylor,['2012-13'],0.5,2.2,
1200,1.7,0.496,3.4,0.4,0.366,1.1,0.6,0,0.2,Big 12,1.7,2.1,0.465,4.5,1.6,0.7090000000000001,2.3,38,2,14.3,Taurean Prince,1.1,2.1,6.2,10.11,0.5,Baylor,['2013-14'],1.3,2.8,
1201,3.2,0.53,6.1,1.8,0.395,4.6,1.3,0,0.9,Big 12,3.8,5.1,0.47200000000000003,10.7,2.0,0.644,3.1,33,6,26.3,Taurean Prince,1.8,2.1,13.9,9.33,1.5,Baylor,['2014-15'],2.0,5.6,
1202,3.9,0.469,8.4,1.6,0.361,4.3,2.3,0,0.7,Big 12,3.7,5.5,0.43200000000000005,12.7,3.3,0.774,4.3,34,34,30.6,Taurean Prince,2.4,2.5,15.9,9.76,1.3,Baylor,['2015-16'],2.7,6.1,
1203,2.6,0.504,5.2,1.0,0.376,2.7,1.1,0,0.5,,2.7,3.6,0.46,7.9,2.0,0.718,2.8,129,42,20.2,Taurean Prince,1.6,2.1,10.2,9.08,0.9,Baylor,['Career'],1.7,4.2,
1204,1.5,0.541,2.7,0.4,0.281,1.6,2.4,,0.3,Big Ten,3.1,1.9,0.445,4.3,0.7,0.667,1.1,36,15,20.8,Denzel Valentine,1.1,1.9,5.0,10.55,0.8,Michigan State,['2012-13'],2.0,4.1,0
1205,1.7,0.43,4.0,1.1,0.377,3.0,3.8,,0.3,Big Ten,4.8,2.8,0.408,7.0,1.2,0.677,1.7,38,32,29.4,Denzel Valentine,1.2,2.6,8.0,9.38,1.0,Michigan State,['2013-14'],1.8,6.0,0
1206,2.4,0.475,5.1,2.6,0.41600000000000004,6.3,4.3,,0.2,Big Ten,5.1,5.1,0.44299999999999995,11.4,1.8,0.826,2.2,39,39,33.2,Denzel Valentine,1.2,2.2,14.5,10.0,0.9,Michigan State,['2014-15'],2.4,6.3,0
1207,3.3,0.48100000000000004,6.8,3.4,0.444,7.5,7.8,Big Ten POY; AP POY; NABC POY,0.2,Big Ten,6.7,6.6,0.462,14.3,2.6,0.853,3.1,31,30,33.0,Denzel Valentine,0.8,1.7,19.2,6.94,1.0,Michigan State,['2015-16'],2.7,7.5,0
1208,2.2,0.47600000000000003,4.6,1.8,0.408,4.5,4.4,,0.3,,4.8,4.0,0.442,9.1,1.5,0.779,2.0,144,116,29.0,Denzel Valentine,1.1,2.1,11.4,9.21,0.9,Michigan State,['Career'],2.2,5.9,0
1209,1.6,0.434,3.7,1.2,0.439,2.8,4.4,0,0.1,SEC,3.7,2.8,0.436,6.5,2.4,0.802,3.0,35,24,28.8,Wade Baldwin,0.5,2.5,9.3,6.21,1.4,Vanderbilt,['2014-15'],1.9,4.1,
1210,2.8,0.43700000000000006,6.5,1.2,0.406,3.1,5.2,0,0.3,SEC,3.6,4.1,0.42700000000000005,9.6,4.7,0.799,5.9,33,30,30.4,Wade Baldwin,0.4,2.6,14.1,8.68,1.2,Vanderbilt,['2015-16'],2.8,4.0,
1211,2.2,0.436,5.1,1.2,0.42200000000000004,2.9,4.8,0,0.2,,3.6,3.4,0.431,8.0,3.5,0.8,4.4,68,54,29.6,Wade Baldwin,0.4,2.5,11.6,7.45,1.3,Vanderbilt,['Career'],2.3,4.1,
1212,5.0,0.495,10.0,0.9,0.28800000000000003,3.2,1.8,0,1.5,Big East,7.6,5.9,0.446,13.2,4.3,0.7490000000000001,5.8,33,33,33.5,Henry Ellenson,2.2,2.5,17.0,5.57,0.8,Marquette,['2015-16'],2.4,9.7,
1213,5.0,0.495,10.0,0.9,0.28800000000000003,3.2,1.8,0,1.5,,7.6,5.9,0.446,13.2,4.3,0.7490000000000001,5.8,33,33,33.5,Henry Ellenson,2.2,2.5,17.0,5.57,0.8,Marquette,['Career'],2.4,9.7,
1214,3.8,0.518,7.4,1.6,0.387,4.2,1.5,0,0.2,ACC,4.0,5.4,0.47100000000000003,11.6,3.1,0.813,3.8,34,33,29.8,Malik Beasley,1.3,2.2,15.6,8.16,0.9,Florida State,['2015-16'],1.7,5.3,
1215,3.8,0.518,7.4,1.6,0.387,4.2,1.5,0,0.2,,4.0,5.4,0.47100000000000003,11.6,3.1,0.813,3.8,34,33,29.8,Malik Beasley,1.3,2.2,15.6,8.16,0.9,Florida State,['Career'],1.7,5.3,
1216,0.5,0.326,1.4,0.4,0.302,1.3,0.8,0,0.1,Big Ten,0.9,0.8,0.315,2.7,0.2,0.5,0.4,33,1,10.7,Caris LeVert,0.2,1.2,2.3,10.05,0.2,Michigan,['2012-13'],0.3,1.1,
1217,2.8,0.46,6.1,1.6,0.408,4.0,2.9,0,0.3,Big Ten,3.8,4.4,0.439,10.0,2.5,0.767,3.2,37,37,34.0,Caris LeVert,0.5,1.7,12.9,9.65,1.2,Michigan,['2013-14'],1.7,4.3,
1218,3.4,0.43,7.9,1.8,0.405,4.4,3.7,0,0.4,Big Ten,4.6,5.2,0.42100000000000004,12.3,2.8,0.81,3.5,18,18,35.8,Caris LeVert,0.3,1.7,14.9,9.59,1.8,Michigan,['2014-15'],2.2,4.9,
1219,3.5,0.546,6.5,1.9,0.446,4.3,4.9,0,0.2,Big Ten,4.7,5.5,0.506,10.8,3.6,0.794,4.5,15,14,30.9,Caris LeVert,0.6,1.2,16.5,7.92,1.0,Michigan,['2015-16'],1.7,5.3,
1220,2.3,0.456,4.9,1.3,0.401,3.2,2.7,0,0.2,,3.2,3.6,0.434,8.2,2.0,0.77,2.6,103,70,26.4,Caris LeVert,0.4,1.5,10.4,9.3,0.9,Michigan,['Career'],1.3,3.5,
1221,3.1,0.514,6.1,1.1,0.34600000000000003,3.1,2.7,,0.6,A-10,3.4,4.2,0.45799999999999996,9.2,2.7,0.583,4.6,34,34,32.6,DeAndre Bembry,1.1,2.6,12.1,5.08,0.9,St. Joseph's,['2013-14'],2.5,4.5,0
1222,4.8,0.484,9.9,1.6,0.327,4.9,3.6,,0.9,A-10,6.2,6.4,0.43200000000000005,14.9,3.3,0.638,5.2,31,31,38.6,DeAndre Bembry,1.6,2.4,17.7,2.58,1.9,St. Joseph's,['2014-15'],2.9,7.7,0
1223,5.7,0.5529999999999999,10.3,0.9,0.266,3.6,4.5,A-10 POY,0.8,A-10,6.3,6.6,0.479,13.8,3.3,0.657,4.9,36,35,37.3,DeAndre Bembry,1.4,2.4,17.4,4.93,1.4,St. Joseph's,['2015-16'],2.0,7.8,0
1224,4.6,0.52,8.8,1.2,0.312,3.8,3.6,,0.8,,5.3,5.7,0.457,12.6,3.1,0.628,4.9,101,100,36.1,DeAndre Bembry,1.4,2.5,15.7,4.2,1.4,St. Joseph's,['Career'],2.5,6.7,0
1225,2.0,0.38799999999999996,5.1,2.1,0.353,6.1,2.1,0,0.3,ACC,3.8,4.1,0.369,11.1,3.1,0.72,4.2,37,37,34.4,Malachi Richardson,0.5,2.5,13.4,9.75,1.1,Syracuse,['2015-16'],2.1,4.3,
1226,2.0,0.38799999999999996,5.1,2.1,0.353,6.1,2.1,0,0.3,,3.8,4.1,0.369,11.1,3.1,0.72,4.2,37,37,34.4,Malachi Richardson,0.5,2.5,13.4,9.75,1.1,Syracuse,['Career'],2.1,4.3,
1227,2.5,0.511,4.9,0.0,0.0,0.0,0.3,,0.5,ACC,2.3,2.5,0.511,4.9,0.4,0.5770000000000001,0.7,36,2,10.6,Brice Johnson,0.9,1.6,5.4,8.01,0.5,UNC,['2012-13'],0.5,3.2,0
1228,4.4,0.5660000000000001,7.8,0.0,0.0,0.0,0.9,,1.3,ACC,3.9,4.4,0.5660000000000001,7.8,1.5,0.622,2.4,34,2,19.4,Brice Johnson,2.3,2.8,10.3,8.42,0.7,UNC,['2013-14'],1.2,6.1,0
1229,5.4,0.5660000000000001,9.6,0.0,0.0,0.0,0.9,,1.1,ACC,5.4,5.4,0.5660000000000001,9.6,2.1,0.6779999999999999,3.0,38,37,24.7,Brice Johnson,2.3,2.9,12.9,11.76,0.7,UNC,['2014-15'],1.5,7.8,0
1230,7.2,0.617,11.6,0.0,0.0,0.0,1.5,NCAA All-Tournament,1.5,ACC,7.5,7.2,0.617,11.6,3.9,0.794,4.9,40,39,28.0,Brice Johnson,2.9,2.7,18.2,10.69,1.1,UNC,['2015-16'],1.8,10.4,0
1231,5.0,0.5770000000000001,8.6,0.0,0.0,0.0,0.9,,1.1,,4.9,5.0,0.5770000000000001,8.6,2.0,0.715,2.8,148,80,21.0,Brice Johnson,2.1,2.5,11.9,9.72,0.8,UNC,['Career'],1.3,7.0,0
1232,4.9,0.5760000000000001,8.5,0.0,0.0,0.1,1.3,,1.8,WAC,4.4,4.9,0.5720000000000001,8.5,3.1,0.759,4.0,34,27,30.8,Pascal Siakam,3.3,2.6,12.8,-3.67,0.8,New Mexico State,['2014-15'],1.9,7.7,0
1233,8.0,0.5489999999999999,14.6,0.1,0.2,0.4,1.7,WAC POY,2.2,WAC,7.7,8.1,0.539,15.0,4.0,0.6779999999999999,5.9,34,34,34.6,Pascal Siakam,3.9,2.7,20.3,-3.54,1.0,New Mexico State,['2015-16'],2.0,11.6,0
1234,6.4,0.5589999999999999,11.5,0.0,0.17600000000000002,0.3,1.5,,2.0,,6.1,6.5,0.551,11.8,3.5,0.711,5.0,68,61,32.7,Pascal Siakam,3.6,2.6,16.6,-3.6,0.9,New Mexico State,['Career'],1.9,9.7,0
1235,2.7,0.521,5.2,0.0,0.0,0.1,0.3,0,1.6,SEC,2.2,2.7,0.516,5.3,1.1,0.6609999999999999,1.7,36,18,15.8,Skal Labissiere,1.0,3.0,6.6,8.84,0.3,Kentucky,['2015-16'],0.9,3.1,
1236,2.7,0.521,5.2,0.0,0.0,0.1,0.3,0,1.6,,2.2,2.7,0.516,5.3,1.1,0.6609999999999999,1.7,36,18,15.8,Skal Labissiere,1.0,3.0,6.6,8.84,0.3,Kentucky,['Career'],0.9,3.1,
1237,4.9,0.457,10.8,1.0,0.28800000000000003,3.5,4.4,0,0.3,Pac-12,4.6,5.9,0.41600000000000004,14.3,3.2,0.6629999999999999,4.9,34,34,33.5,Dejounte Murray,1.4,2.6,16.1,8.12,1.8,Washington,['2015-16'],3.2,6.0,
1238,4.9,0.457,10.8,1.0,0.28800000000000003,3.5,4.4,0,0.3,,4.6,5.9,0.41600000000000004,14.3,3.2,0.6629999999999999,4.9,34,34,33.5,Dejounte Murray,1.4,2.6,16.1,8.12,1.8,Washington,['Career'],3.2,6.0,
1239,4.5,0.5429999999999999,8.2,0.0,0.0,0.0,0.2,0,1.4,SEC,3.8,4.5,0.5429999999999999,8.2,2.4,0.545,4.3,31,28,25.7,Damian Jones,1.8,3.4,11.3,6.49,0.3,Vanderbilt,['2013-14'],1.8,5.7,
1240,5.3,0.5670000000000001,9.3,0.0,0.2,0.1,0.7,0,2.0,SEC,4.3,5.3,0.562,9.5,3.8,0.599,6.3,35,34,29.1,Damian Jones,2.2,2.5,14.5,6.21,0.6,Vanderbilt,['2014-15'],2.2,6.5,
1241,5.6,0.595,9.4,0.0,0.0,0.1,1.2,0,1.6,SEC,4.6,5.6,0.59,9.5,2.7,0.536,5.1,33,33,26.2,Damian Jones,2.2,3.3,13.9,8.68,0.2,Vanderbilt,['2015-16'],2.0,6.9,
1242,5.1,0.57,9.0,0.0,0.125,0.1,0.7,0,1.7,,4.3,5.1,0.5660000000000001,9.1,3.0,0.565,5.3,99,95,27.1,Damian Jones,2.1,3.0,13.3,7.13,0.4,Vanderbilt,['Career'],2.0,6.4,
1243,3.4,0.598,5.7,0.0,0.0,0.0,0.7,0,1.8,Big Ten,3.4,3.4,0.598,5.7,0.7,0.605,1.1,35,16,18.6,Deyonta Davis,2.1,2.3,7.5,6.94,0.3,Michigan State,['2015-16'],0.9,5.5,
1244,3.4,0.598,5.7,0.0,0.0,0.0,0.7,0,1.8,,3.4,3.4,0.598,5.7,0.7,0.605,1.1,35,16,18.6,Deyonta Davis,2.1,2.3,7.5,6.94,0.3,Michigan State,['Career'],0.9,5.5,
1245,1.2,0.569,2.1,0.0,0.0,0.0,0.0,0,0.9,Big 12,1.9,1.2,0.569,2.1,0.6,0.556,1.0,27,1,7.5,Cheick Diallo,0.6,1.4,3.0,11.22,0.3,Kansas,['2015-16'],0.6,2.5,
1246,1.2,0.569,2.1,0.0,0.0,0.0,0.0,0,0.9,,1.9,1.2,0.569,2.1,0.6,0.556,1.0,27,1,7.5,Cheick Diallo,0.6,1.4,3.0,11.22,0.3,Kansas,['Career'],0.6,2.5,
1247,0.9,0.386,2.4,0.9,0.429,2.1,3.6,,0.1,SEC,1.4,1.8,0.406,4.5,1.1,0.8079999999999999,1.4,37,0,23.8,Tyler Ulis,0.4,1.5,5.6,8.67,1.0,Kentucky,['2014-15'],1.0,1.8,0
1248,3.9,0.486,8.1,1.6,0.344,4.6,7.0,SEC POY,0.1,SEC,2.5,5.5,0.434,12.6,4.8,0.856,5.6,35,35,36.8,Tyler Ulis,0.5,1.8,17.3,8.84,1.5,Kentucky,['2015-16'],2.0,3.0,0
1249,2.4,0.462,5.1,1.2,0.371,3.3,5.3,,0.1,,1.9,3.6,0.42700000000000005,8.4,2.9,0.846,3.4,72,35,30.1,Tyler Ulis,0.5,1.7,11.3,8.76,1.2,Kentucky,['Career'],1.5,2.4,0
1250,1.5,0.451,3.3,0.8,0.324,2.4,1.4,,0.1,ACC,2.3,2.3,0.396,5.7,1.4,0.8,1.8,28,1,22.4,Malcolm Brogdon,0.5,1.4,6.7,4.23,0.5,Virginia,['2011-12'],1.6,2.8,0
1251,2.9,0.434,6.6,1.2,0.37,3.2,2.7,,0.1,ACC,4.5,4.1,0.413,9.8,3.4,0.875,3.9,37,37,31.4,Malcolm Brogdon,0.9,1.9,12.7,7.86,1.2,Virginia,['2013-14'],1.4,5.4,0
1252,3.4,0.46299999999999997,7.2,1.3,0.344,3.8,2.4,,0.4,ACC,3.5,4.6,0.42200000000000004,11.0,3.4,0.879,3.9,34,34,32.5,Malcolm Brogdon,0.5,1.9,14.0,7.81,0.7,Virginia,['2014-15'],1.7,3.9,0
1253,4.2,0.498,8.4,2.0,0.391,5.2,3.1,ACC POY,0.2,ACC,3.5,6.2,0.457,13.6,3.8,0.897,4.2,37,37,34.1,Malcolm Brogdon,0.5,2.1,18.2,11.12,0.9,Virginia,['2015-16'],1.4,4.1,0
1254,3.1,0.466,6.6,1.4,0.365,3.7,2.5,,0.2,,3.5,4.4,0.43,10.3,3.1,0.8759999999999999,3.5,136,109,30.6,Malcolm Brogdon,0.6,1.8,13.3,7.76,0.9,Virginia,['Career'],1.5,4.1,0
1255,1.3,0.616,2.1,0.0,0.0,0.0,0.5,0,1.2,ACC,2.6,1.3,0.616,2.1,0.4,0.467,0.9,35,26,17.8,Chinanu Onuaku,2.0,2.4,3.0,8.98,0.7,Louisville,['2014-15'],1.3,4.6,
1256,4.4,0.623,7.1,0.0,0.0,0.0,1.6,0,2.0,ACC,5.5,4.4,0.62,7.1,1.1,0.589,1.8,31,29,24.6,Chinanu Onuaku,2.9,3.0,9.9,7.74,0.8,Louisville,['2015-16'],2.1,8.5,
1257,2.8,0.621,4.4,0.0,0.0,0.0,1.1,0,1.6,,4.0,2.8,0.619,4.5,0.7,0.547,1.3,66,55,21.0,Chinanu Onuaku,2.4,2.7,6.2,8.36,0.8,Louisville,['Career'],1.7,6.4,
1258,1.5,0.45299999999999996,3.3,1.8,0.368,4.8,2.7,0,0.3,MWC,2.5,3.3,0.402,8.2,1.3,0.7140000000000001,1.8,32,16,29.6,Patrick McCaw,0.7,1.5,9.6,3.38,1.5,UNLV,['2014-15'],1.8,3.3,
1259,3.0,0.5710000000000001,5.3,2.1,0.366,5.6,3.9,0,0.4,MWC,4.0,5.1,0.465,10.9,2.5,0.774,3.2,33,32,33.7,Patrick McCaw,1.2,2.2,14.7,3.17,2.5,UNLV,['2015-16'],2.1,5.1,
1260,2.3,0.527,4.3,1.9,0.36700000000000005,5.2,3.3,0,0.4,,3.3,4.2,0.439,9.6,1.9,0.753,2.5,65,48,31.7,Patrick McCaw,0.9,1.9,12.2,3.28,2.0,UNLV,['Career'],1.9,4.2,
1261,4.8,0.568,8.4,0.0,0.0,0.0,0.4,0,1.6,Big Ten,3.2,4.8,0.568,8.4,2.9,0.7609999999999999,3.8,35,22,23.1,Diamond Stone,2.2,2.3,12.5,8.31,0.5,Maryland,['2015-16'],1.5,5.4,
1262,4.8,0.568,8.4,0.0,0.0,0.0,0.4,0,1.6,,3.2,4.8,0.568,8.4,2.9,0.7609999999999999,3.8,35,22,23.1,Diamond Stone,2.2,2.3,12.5,8.31,0.5,Maryland,['Career'],1.5,5.4,
1263,3.7,0.49200000000000005,7.6,0.2,0.294,0.7,0.8,0,2.0,MWC,6.6,3.9,0.47700000000000004,8.2,2.4,0.624,3.9,26,24,26.2,Stephen Zimmerman,2.2,3.0,10.5,3.17,0.5,UNLV,['2015-16'],2.1,8.7,
1264,3.7,0.49200000000000005,7.6,0.2,0.294,0.7,0.8,0,2.0,,6.6,3.9,0.47700000000000004,8.2,2.4,0.624,3.9,26,24,26.2,Stephen Zimmerman,2.2,3.0,10.5,3.17,0.5,UNLV,['Career'],2.1,8.7,
1265,2.5,0.382,6.5,1.6,0.34600000000000003,4.7,3.5,0,0.6,Big East,2.9,4.1,0.36700000000000005,11.3,2.1,0.746,2.9,22,19,27.8,Isaiah Whitehead,1.0,2.4,12.0,7.56,1.4,Seton Hall,['2014-15'],3.3,3.9,
1266,3.3,0.39,8.5,2.4,0.365,6.5,5.1,0,1.4,Big East,3.1,5.7,0.379,15.1,4.4,0.76,5.8,34,33,32.3,Isaiah Whitehead,0.5,2.3,18.2,8.28,1.2,Seton Hall,['2015-16'],3.5,3.6,
1267,3.0,0.387,7.8,2.1,0.359,5.8,4.5,0,1.1,,3.0,5.1,0.375,13.6,3.5,0.757,4.6,56,52,30.5,Isaiah Whitehead,0.7,2.3,15.8,7.92,1.3,Seton Hall,['Career'],3.4,3.7,
1268,4.1,0.495,8.3,0.0,0.0,0.0,0.6,0,2.0,Big Ten,3.6,4.1,0.495,8.3,2.3,0.6809999999999999,3.4,34,27,23.1,A.J. Hammons,2.4,2.0,10.6,7.87,0.3,Purdue,['2012-13'],1.6,6.0,
1269,3.8,0.525,7.2,0.0,0.0,0.2,0.5,0,3.1,Big Ten,5.1,3.8,0.513,7.4,3.3,0.701,4.6,31,25,25.0,A.J. Hammons,2.4,2.9,10.8,7.62,0.4,Purdue,['2013-14'],2.5,7.4,
1270,4.6,0.5529999999999999,8.4,0.0,0.0,0.2,0.9,0,2.8,Big Ten,4.2,4.6,0.54,8.6,2.7,0.669,4.0,34,23,24.3,A.J. Hammons,2.4,2.6,11.9,7.64,0.5,Purdue,['2014-15'],2.1,6.6,
1271,5.8,0.594,9.8,0.2,0.545,0.3,1.1,0,2.5,Big Ten,5.8,6.0,0.5920000000000001,10.2,2.7,0.7090000000000001,3.8,33,20,24.6,A.J. Hammons,2.3,2.4,15.0,7.46,0.3,Purdue,['2015-16'],2.0,8.2,
1272,4.6,0.544,8.4,0.0,0.261,0.2,0.8,0,2.6,,4.7,4.6,0.539,8.6,2.7,0.69,4.0,132,95,24.3,A.J. Hammons,2.4,2.5,12.1,7.64,0.4,Purdue,['Career'],2.1,7.0,
1273,1.0,0.557,1.8,0.9,0.299,3.1,0.9,0,0.6,ACC,2.3,1.9,0.396,4.9,0.7,0.6940000000000001,0.9,38,17,19.9,Jake Layman,0.9,1.6,5.5,4.66,0.6,Maryland,['2012-13'],1.0,3.2,
1274,2.0,0.441,4.5,1.9,0.365,5.2,0.9,0,0.8,ACC,3.7,3.9,0.401,9.8,2.0,0.7190000000000001,2.8,32,28,31.8,Jake Layman,1.3,2.1,11.7,8.08,1.1,Maryland,['2013-14'],1.2,5.0,
1275,2.8,0.53,5.3,1.3,0.37799999999999995,3.4,1.4,0,0.7,Big Ten,4.5,4.1,0.47,8.7,3.0,0.752,4.0,35,34,30.1,Jake Layman,1.3,2.1,12.5,7.63,0.8,Maryland,['2014-15'],1.9,5.8,
1276,2.3,0.61,3.8,1.6,0.396,4.0,1.1,0,1.0,Big Ten,4.2,3.9,0.5,7.8,2.2,0.8320000000000001,2.6,36,36,30.9,Jake Layman,1.1,1.9,11.6,8.31,1.1,Maryland,['2015-16'],1.7,5.3,
1277,2.0,0.53,3.8,1.4,0.36200000000000004,3.9,1.1,0,0.8,,3.7,3.4,0.445,7.7,1.9,0.759,2.6,141,115,27.9,Jake Layman,1.1,1.9,10.2,7.17,0.9,Maryland,['Career'],1.4,4.8,
1278,0.4,0.7,0.5,0.2,0.4,0.5,0.2,0,0.1,ACC,0.6,0.6,0.55,1.1,0.4,1.0,0.4,19,0,5.8,Michael Gbinije,0.3,1.0,1.7,8.4,0.2,Duke,['2011-12'],0.4,0.8,
1279,0.6,0.408,1.4,0.4,0.349,1.3,1.2,0,0.2,ACC,1.1,1.0,0.38,2.7,0.9,0.6459999999999999,1.4,34,0,14.6,Michael Gbinije,0.6,1.6,3.4,7.25,0.7,Syracuse,['2013-14'],0.5,1.8,
1280,3.0,0.509,5.8,1.6,0.392,4.2,3.6,0,0.3,ACC,3.8,4.6,0.46,10.0,1.9,0.5710000000000001,3.3,30,24,35.0,Michael Gbinije,1.2,2.8,12.7,7.68,1.9,Syracuse,['2014-15'],2.1,5.0,
1281,3.6,0.525,6.9,2.5,0.391,6.3,4.3,0,0.4,ACC,3.0,6.1,0.461,13.2,2.9,0.6629999999999999,4.3,37,37,37.9,Michael Gbinije,1.1,2.6,17.5,9.75,1.9,Syracuse,['2015-16'],2.8,4.1,
1282,2.1,0.511,4.1,1.3,0.387,3.4,2.6,0,0.3,,2.3,3.4,0.45399999999999996,7.5,1.7,0.639,2.6,120,61,25.5,Michael Gbinije,0.8,2.1,9.8,8.27,1.3,Overall,['Career'],1.6,3.1,
1283,3.4,0.5720000000000001,5.9,1.1,0.392,2.8,1.8,0,0.2,Big 12,3.2,4.5,0.515,8.7,2.0,0.7,2.9,35,23,25.1,Georges Niang,1.3,3.0,12.1,6.13,0.7,Iowa State,['2012-13'],1.5,4.6,
1284,5.1,0.542,9.4,1.4,0.327,4.3,3.6,0,0.6,Big 12,3.5,6.5,0.474,13.8,2.2,0.721,3.1,34,34,30.1,Georges Niang,1.0,3.2,16.7,9.88,0.6,Iowa State,['2013-14'],2.4,4.5,
1285,4.1,0.485,8.6,1.4,0.4,3.4,3.4,0,0.5,Big 12,4.4,5.5,0.461,11.9,3.0,0.8079999999999999,3.7,34,34,30.7,Georges Niang,1.0,2.8,15.3,9.15,0.5,Iowa State,['2014-15'],2.7,5.4,
1286,6.5,0.605,10.7,1.6,0.392,4.1,3.3,0,0.6,Big 12,4.9,8.1,0.546,14.8,2.7,0.807,3.4,35,35,33.2,Georges Niang,1.3,3.2,20.5,10.16,0.9,Iowa State,['2015-16'],2.6,6.2,
1287,4.8,0.5529999999999999,8.7,1.4,0.375,3.6,3.1,0,0.5,,4.0,6.2,0.5,12.3,2.5,0.763,3.2,138,126,29.8,Georges Niang,1.2,3.1,16.1,8.83,0.7,Iowa State,['Career'],2.3,5.2,
1288,1.9,0.465,4.2,0.3,0.3,0.9,0.6,0,0.4,Big East,2.6,2.2,0.436,5.1,1.7,0.695,2.4,34,23,21.5,Ben Bentil,2.3,2.6,6.4,9.5,0.3,Providence,['2014-15'],1.2,4.9,
1289,5.5,0.517,10.7,1.5,0.32899999999999996,4.5,1.1,0,1.0,Big East,5.0,7.0,0.462,15.2,5.5,0.782,7.1,35,33,34.2,Ben Bentil,2.7,2.8,21.1,8.46,0.9,Providence,['2015-16'],1.9,7.7,
