,2P,2P%,2PA,3P,3P%,3PA,AST,Awards,BLK,Conf,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,Name,ORB,PF,PTS,SOS,STL,School,Season,TOV,TRB, 
240,5.6,0.547,10.2,0.3,0.265,1.1,2.5,0,1.4,ACC,5.6,5.9,0.521,11.3,3.2,0.591,5.3,32,32,30.8,Trevor Booker,2.8,2.0,15.2,7.9,1.3,Clemson,['2009-10'],1.9,8.4,
241,5.0,0.574,8.6,0.2,0.324,0.5,1.7,0,1.9,,4.9,5.1,0.5589999999999999,9.2,2.4,0.624,3.9,134,134,28.4,Trevor Booker,3.0,2.3,12.9,7.85,1.1,Clemson,['Career'],1.9,7.9,
242,2.8,0.516,5.4,0.0,0.091,0.3,0.9,0,1.2,Big 12,4.7,2.8,0.493,5.7,1.9,0.595,3.2,35,35,25.9,Damion James,2.5,2.9,7.6,6.12,0.6,Texas,['2006-07'],1.5,7.2,
243,4.1,0.474,8.6,1.0,0.413,2.4,1.3,0,1.3,Big 12,7.2,5.1,0.461,11.0,2.0,0.57,3.6,38,36,31.2,Damion James,3.1,2.6,13.2,8.59,0.7,Texas,['2007-08'],1.6,10.3,
244,5.0,0.503,9.9,0.8,0.326,2.5,1.3,0,0.9,Big 12,6.3,5.8,0.46799999999999997,12.4,3.0,0.684,4.4,35,35,29.5,Damion James,2.9,2.7,15.4,8.09,1.0,Texas,['2008-09'],2.3,9.2,
245,5.1,0.535,9.6,1.1,0.38299999999999995,2.8,1.0,0,1.2,Big 12,7.1,6.2,0.501,12.3,4.6,0.674,6.8,34,34,30.3,Damion James,3.1,2.9,18.0,7.38,1.7,Texas,['2009-10'],2.0,10.3,
246,4.2,0.506,8.4,0.7,0.364,2.0,1.1,0,1.1,,6.3,5.0,0.479,10.4,2.8,0.64,4.4,142,140,29.3,Damion James,2.9,2.8,13.5,7.54,1.0,Texas,['Career'],1.8,9.3,
247,4.0,0.53,7.5,1.7,0.353,4.9,2.8,0,0.3,Big East,3.2,5.7,0.46,12.4,4.0,0.759,5.2,31,31,35.0,Dominique Jones,1.4,2.4,17.1,6.57,1.5,South Florida,['2007-08'],2.3,4.6,
248,4.5,0.486,9.2,1.7,0.309,5.6,3.9,0,0.4,Big East,3.6,6.2,0.419,14.9,3.9,0.708,5.5,31,30,37.5,Dominique Jones,2.0,2.5,18.1,8.18,1.3,South Florida,['2008-09'],2.6,5.6,
249,5.2,0.521,9.9,1.6,0.311,5.1,3.6,0,0.6,Big East,5.0,6.7,0.45,14.9,6.3,0.741,8.5,33,33,37.1,Dominique Jones,1.1,2.8,21.4,7.21,1.7,South Florida,['2009-10'],2.9,6.1,
250,4.5,0.512,8.9,1.7,0.32299999999999995,5.2,3.5,0,0.4,,3.9,6.2,0.442,14.1,4.8,0.737,6.5,95,94,36.5,Dominique Jones,1.5,2.6,18.9,7.32,1.5,South Florida,['Career'],2.6,5.4,
251,3.3,0.527,6.3,0.6,0.375,1.5,1.5,0,0.2,Pac-10,2.5,3.9,0.498,7.8,2.4,0.76,3.1,32,22,23.9,Quincy Pondexter,1.5,2.6,10.7,6.5,0.7,Washington,['2006-07'],2.0,4.0,
252,3.1,0.493,6.3,0.5,0.28800000000000003,1.6,1.9,0,0.2,Pac-10,2.6,3.6,0.452,7.9,2.3,0.685,3.4,33,9,24.4,Quincy Pondexter,2.2,2.3,9.9,8.0,0.5,Washington,['2007-08'],1.8,4.8,
253,4.6,0.524,8.8,0.1,0.214,0.4,1.6,0,0.4,Pac-10,3.1,4.7,0.511,9.2,2.5,0.742,3.4,35,35,28.1,Quincy Pondexter,2.8,2.8,12.1,8.19,0.7,Washington,['2008-09'],1.9,5.9,
254,6.3,0.55,11.5,0.5,0.353,1.4,1.8,0,0.6,Pac-10,4.4,6.8,0.528,12.9,5.2,0.8270000000000001,6.3,36,36,32.3,Quincy Pondexter,3.0,2.5,19.3,7.49,1.3,Washington,['2009-10'],1.9,7.4,
255,4.4,0.528,8.3,0.4,0.327,1.2,1.7,0,0.3,,3.2,4.8,0.503,9.5,3.1,0.768,4.1,136,102,27.3,Quincy Pondexter,2.4,2.5,13.1,7.55,0.8,Washington,['Career'],1.9,5.6,
256,2.6,0.478,5.4,1.0,0.366,2.7,2.3,0,0.2,Big Ten,2.2,3.6,0.44,8.1,1.6,0.746,2.1,30,8,25.3,Jordan Crawford,1.1,1.6,9.7,6.08,0.9,Indiana,['2007-08'],1.9,3.4,
257,5.2,0.501,10.3,2.3,0.391,5.8,2.9,0,0.2,A-10,3.8,7.4,0.462,16.1,3.4,0.773,4.4,35,34,32.8,Jordan Crawford,1.0,1.6,20.5,5.94,1.3,Xavier,['2009-10'],2.4,4.7,
258,4.0,0.494,8.0,1.7,0.384,4.4,2.6,0,0.2,,3.1,5.6,0.455,12.4,2.6,0.765,3.3,65,42,29.3,Jordan Crawford,1.0,1.6,15.5,6.01,1.2,Overall,['Career'],2.2,4.1,
259,2.4,0.522,4.7,0.9,0.316,2.9,4.6,,0.1,ACC,2.5,3.4,0.444,7.6,2.2,0.7979999999999999,2.8,34,22,28.8,Greivis Vasquez,0.8,2.3,9.8,7.59,1.1,Maryland,['2006-07'],2.7,3.3,0
260,4.0,0.531,7.5,1.9,0.309,6.1,6.8,,0.3,ACC,4.8,5.9,0.43200000000000005,13.6,3.4,0.782,4.3,34,34,37.0,Greivis Vasquez,0.9,2.3,17.0,7.28,1.4,Maryland,['2007-08'],4.4,5.7,0
261,4.3,0.452,9.6,1.9,0.327,5.8,5.0,,0.4,ACC,4.3,6.2,0.405,15.4,3.2,0.867,3.7,35,35,34.6,Greivis Vasquez,1.1,2.2,17.5,8.99,1.4,Maryland,['2008-09'],2.8,5.4,0
262,4.6,0.47,9.7,2.1,0.359,5.8,6.3,ACC POY,0.4,ACC,3.5,6.7,0.429,15.5,4.2,0.857,4.9,33,32,33.9,Greivis Vasquez,1.2,2.1,19.6,7.95,1.7,Maryland,['2009-10'],3.4,4.6,0
263,3.8,0.48700000000000004,7.9,1.7,0.32899999999999996,5.1,5.7,,0.3,,3.8,5.5,0.425,13.0,3.2,0.828,3.9,136,123,33.6,Greivis Vasquez,1.0,2.2,16.0,7.95,1.4,Maryland,['Career'],3.3,4.8,0
264,1.3,0.539,2.3,0.0,0.0,0.1,0.4,0,1.4,SEC,2.1,1.3,0.527,2.4,0.9,0.524,1.7,38,0,13.2,Daniel Orton,1.2,2.3,3.4,6.82,0.6,Kentucky,['2009-10'],1.0,3.3,
265,1.3,0.539,2.3,0.0,0.0,0.1,0.4,0,1.4,,2.1,1.3,0.527,2.4,0.9,0.524,1.7,38,0,13.2,Daniel Orton,1.2,2.3,3.4,6.82,0.6,Kentucky,['Career'],1.0,3.3,
266,2.1,0.5,4.3,0.3,0.20800000000000002,1.4,0.3,0,0.1,Big East,1.9,2.4,0.428,5.7,1.4,0.667,2.1,34,16,16.3,Lazar Hayward,1.8,2.1,6.6,6.95,0.6,Marquette,['2006-07'],1.0,3.6,
267,3.3,0.483,6.9,1.2,0.451,2.6,0.6,0,0.4,Big East,4.6,4.5,0.474,9.5,2.6,0.773,3.4,35,33,25.4,Lazar Hayward,1.9,2.7,12.8,8.09,1.1,Marquette,['2007-08'],1.8,6.5,
268,4.3,0.526,8.2,1.5,0.358,4.2,1.1,0,0.3,Big East,5.8,5.8,0.469,12.4,3.1,0.82,3.8,35,35,31.7,Lazar Hayward,2.8,2.5,16.3,7.87,1.0,Marquette,['2008-09'],1.9,8.6,
