,index,Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,year,last
966,1319,Tyrone Wallace,California,Pac-10,2014,7.44,35,33,31.1,11.3,3.1,1.0,4.1,2.7,1.3,0.5,1.6,2.7,4.0,9.4,0.43,2.0,3.2,0.625,2.8,5.5,0.505,1.2,3.8,0.321,2,0
967,1320,Tyrone Wallace,California,Pac-10,2015,6.15,33,33,34.9,17.1,6.2,0.9,7.1,4.0,1.3,0.3,2.8,2.8,6.3,14.8,0.425,3.6,6.0,0.606,5.5,12.2,0.449,0.8,2.7,0.318,3,0
968,1321,Tyrone Wallace,California,Pac-10,2016,7.87,28,25,32.2,15.3,4.3,1.0,5.3,4.4,1.0,0.4,2.6,2.3,5.4,12.3,0.44,3.6,5.5,0.649,4.5,9.3,0.486,0.9,3.0,0.298,4,1
969,1323,Markelle Fultz,Washington,Pac-10,2017,6.82,25,25,35.7,23.2,4.4,1.3,5.7,5.9,1.6,1.2,3.2,2.5,8.4,17.6,0.476,4.4,6.7,0.649,6.3,12.5,0.502,2.1,5.0,0.413,1,1
970,1325,Lonzo Ball,UCLA,Pac-10,2017,6.39,36,36,35.1,14.6,5.1,0.9,6.0,7.6,1.8,0.8,2.5,1.8,5.3,9.5,0.551,1.8,2.7,0.6729999999999999,3.0,4.1,0.732,2.2,5.4,0.412,1,1
971,1327,Jayson Tatum,Duke,ACC,2017,10.91,29,27,33.3,16.8,6.0,1.3,7.3,2.1,1.3,1.1,2.6,3.0,5.7,12.6,0.452,4.1,4.8,0.8490000000000001,4.3,8.6,0.504,1.4,4.0,0.342,1,1
972,1329,De'Aaron Fox,Kentucky,SEC,2017,10.49,36,34,29.6,16.7,3.4,0.6,4.0,4.6,1.5,0.2,2.4,2.5,5.9,12.4,0.479,4.3,5.9,0.736,5.5,10.5,0.521,0.5,1.9,0.246,1,1
973,1331,Jonathan Isaac,Florida State,ACC,2017,8.87,32,32,26.2,12.0,6.1,1.8,7.8,1.2,1.2,1.5,1.5,2.2,4.1,8.0,0.508,2.9,3.7,0.78,3.1,5.2,0.593,1.0,2.8,0.348,1,1
974,1333,Lauri Markkanen,Arizona,Pac-10,2017,7.63,37,37,30.8,15.6,4.8,2.4,7.2,0.9,0.4,0.5,1.1,2.0,5.0,10.2,0.4920000000000001,3.7,4.4,0.835,3.1,5.8,0.545,1.9,4.4,0.423,1,1
975,1335,Zach Collins,Gonzaga,WCC,2017,4.13,39,0,17.3,10.0,4.2,1.7,5.9,0.4,0.5,1.8,1.5,2.7,3.5,5.3,0.652,2.8,3.8,0.743,3.2,4.8,0.672,0.3,0.5,0.476,1,1
976,1337,Malik Monk,Kentucky,SEC,2017,10.49,38,37,32.1,19.8,2.2,0.3,2.5,2.3,0.9,0.5,2.0,1.9,6.6,14.7,0.45,3.9,4.7,0.8220000000000001,3.9,7.8,0.4970000000000001,2.7,6.9,0.397,1,1
977,1339,Luke Kennard,Duke,ACC,2016,10.59,36,11,26.7,11.8,2.6,1.0,3.6,1.5,0.9,0.2,0.8,1.9,3.9,9.3,0.421,2.4,2.8,0.889,2.4,4.5,0.528,1.5,4.8,0.32,1,0
978,1340,Luke Kennard,Duke,ACC,2017,10.91,37,36,35.5,19.5,3.9,1.2,5.1,2.5,0.8,0.4,1.6,2.2,6.4,13.1,0.489,4.3,5.1,0.856,4.0,7.7,0.525,2.4,5.4,0.438,2,1
979,1342,Donovan Mitchell,Louisville,Big East,2016,7.74,31,5,19.1,7.4,2.3,1.1,3.4,1.7,0.8,0.1,1.0,2.5,2.7,6.1,0.442,1.4,1.8,0.754,2.1,3.8,0.5589999999999999,0.6,2.3,0.25,1,0
980,1343,Donovan Mitchell,Louisville,Big East,2017,11.15,34,33,32.3,15.6,3.8,1.1,4.9,2.7,2.1,0.5,1.6,2.6,5.3,13.1,0.408,2.6,3.2,0.8059999999999999,3.0,6.4,0.463,2.4,6.6,0.354,2,1
981,1345,Bam Adebayo,Kentucky,SEC,2017,10.49,38,38,30.1,13.0,4.9,3.1,8.0,0.8,0.7,1.5,1.7,2.6,4.5,7.5,0.599,4.1,6.2,0.653,4.5,7.5,0.599,0.0,0.0,0.0,1,1
982,1347,Justin Patton,Creighton,MVC,2017,8.95,35,34,25.3,12.9,4.5,1.7,6.2,1.2,0.9,1.4,1.7,2.7,5.7,8.5,0.6759999999999999,1.3,2.5,0.517,5.5,8.0,0.6829999999999999,0.2,0.4,0.5329999999999999,1,1
983,1349,D.J. Wilson,Michigan,Big Ten,2015,9.59,5,0,4.8,0.4,1.0,0.2,1.2,0.0,0.0,0.6,0.2,0.8,0.2,0.8,0.25,0.0,0.0,0.0,0.2,0.6,0.333,0.0,0.2,0.0,1,0
984,1350,D.J. Wilson,Michigan,Big Ten,2016,7.92,26,0,6.1,2.7,0.5,0.2,0.7,0.3,0.2,0.4,0.3,0.8,1.0,2.2,0.474,0.3,0.4,0.727,0.7,1.3,0.5760000000000001,0.3,0.9,0.333,2,0
985,1351,D.J. Wilson,Michigan,Big Ten,2017,10.17,38,36,30.4,11.0,3.8,1.5,5.3,1.3,0.5,1.5,1.1,1.9,4.3,8.0,0.5379999999999999,1.3,1.6,0.833,3.2,5.1,0.631,1.1,2.9,0.373,3,1
986,1353,T.J. Leaf,UCLA,Pac-10,2017,6.39,35,35,29.9,16.3,6.0,2.2,8.2,2.4,0.6,1.1,1.5,2.5,6.7,10.9,0.617,2.1,3.0,0.679,5.9,9.2,0.644,0.8,1.7,0.466,1,1
987,1355,John Collins,Wake Forest,ACC,2016,10.53,31,1,14.4,7.3,2.3,1.7,3.9,0.2,0.3,0.7,1.0,2.6,2.6,4.8,0.547,2.1,3.0,0.691,2.6,4.8,0.547,0.0,0.0,0.0,1,0
988,1356,John Collins,Wake Forest,ACC,2017,9.8,33,33,26.6,19.2,6.1,3.8,9.8,0.5,0.6,1.6,1.8,3.0,7.1,11.4,0.622,5.0,6.7,0.745,7.1,11.4,0.624,0.0,0.0,0.0,2,1
989,1358,Harry Giles,Duke,ACC,2017,10.91,26,6,11.5,3.9,2.3,1.6,3.8,0.3,0.3,0.7,0.7,2.2,1.7,3.0,0.5770000000000001,0.5,0.9,0.5,1.7,3.0,0.5770000000000001,0.0,0.0,0.0,1,1
990,1360,Jarrett Allen,Texas,Big 12,2017,12.75,33,33,32.2,13.4,5.4,3.0,8.4,0.8,0.6,1.5,2.5,2.1,5.4,9.6,0.5660000000000001,2.5,4.5,0.564,5.4,9.4,0.579,0.0,0.2,0.0,1,1
991,1362,OG Anunoby,Indiana,Big Ten,2016,6.9,34,0,13.7,4.9,1.4,1.2,2.6,0.5,0.8,0.8,0.8,1.5,1.9,3.4,0.569,0.6,1.2,0.476,1.6,2.6,0.609,0.4,0.9,0.448,1,0
992,1363,OG Anunoby,Indiana,Big Ten,2017,8.15,16,10,25.1,11.1,3.7,1.8,5.4,1.4,1.3,1.3,1.6,2.1,4.3,7.6,0.557,1.7,3.0,0.563,3.4,4.8,0.701,0.9,2.8,0.311,2,1
993,1365,Tyler Lydon,Syracuse,Big East,2016,9.75,37,0,30.3,10.1,4.5,1.8,6.3,1.1,1.1,1.8,1.3,2.7,3.4,7.2,0.479,1.9,2.5,0.774,2.1,3.9,0.542,1.3,3.3,0.405,1,0
994,1366,Tyler Lydon,Syracuse,Big East,2017,8.46,34,34,36.1,13.2,6.3,2.3,8.6,2.1,1.0,1.4,1.7,2.5,4.4,9.4,0.473,2.9,3.4,0.836,3.0,5.7,0.523,1.4,3.6,0.395,2,1
995,1368,Caleb Swanigan,Purdue,Big Ten,2016,7.46,34,34,25.7,10.2,6.7,1.6,8.3,1.8,0.4,0.2,2.6,2.2,3.8,8.3,0.461,2.0,2.8,0.713,3.2,6.2,0.519,0.6,2.1,0.292,1,0
996,1369,Caleb Swanigan,Purdue,Big Ten,2017,8.79,35,35,32.5,18.5,9.7,2.7,12.5,3.1,0.4,0.8,3.4,2.8,6.3,12.0,0.527,4.7,6.0,0.7809999999999999,5.3,9.6,0.5479999999999999,1.1,2.4,0.447,2,1
997,1371,Kyle Kuzma,Utah,Pac-12,2015,7.42,31,0,8.1,3.3,1.5,0.3,1.8,0.6,0.0,0.2,0.6,1.0,1.2,2.5,0.456,0.6,1.2,0.556,0.8,1.5,0.556,0.4,1.1,0.324,1,0
998,1372,Kyle Kuzma,Utah,Pac-12,2016,8.79,36,35,24.1,10.8,3.9,1.8,5.7,1.4,0.3,0.4,2.0,2.0,4.3,8.2,0.522,1.8,3.0,0.617,3.9,6.8,0.578,0.4,1.4,0.255,2,0
999,1373,Kyle Kuzma,Utah,Pac-12,2017,4.32,29,29,30.8,16.4,6.6,2.8,9.3,2.4,0.6,0.5,2.1,1.6,6.3,12.4,0.504,2.9,4.4,0.669,5.3,9.6,0.56,0.9,2.9,0.321,3,1
1000,1375,Tony Bradley,UNC,ACC,2017,11.76,38,0,14.6,7.1,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,2.7,4.7,0.573,1.7,2.8,0.619,2.7,4.7,0.573,0.0,0.0,0.0,1,1
1001,1377,Derrick White,Colorado,Big 12,2017,6.0,34,32,32.8,18.1,3.1,1.0,4.1,4.4,1.2,1.4,2.4,2.1,6.0,11.9,0.507,4.4,5.4,0.813,4.4,7.6,0.569,1.7,4.2,0.396,1,1
1002,1379,Josh Hart,Villanova,Big East,2014,7.5,34,1,21.4,7.8,2.6,1.8,4.4,0.9,0.6,0.3,0.6,2.4,2.6,5.1,0.5,1.9,2.8,0.677,1.8,2.7,0.67,0.8,2.4,0.313,1,0
1003,1380,Josh Hart,Villanova,Big East,2015,7.55,36,2,25.5,10.1,2.7,1.8,4.5,1.5,1.1,0.4,1.1,2.1,3.4,6.7,0.515,1.8,2.7,0.67,2.0,3.6,0.5579999999999999,1.4,3.1,0.464,2,0
1004,1381,Josh Hart,Villanova,Big East,2016,9.71,40,39,31.4,15.5,4.9,1.9,6.8,1.9,1.2,0.3,1.7,2.2,5.8,11.2,0.513,2.6,3.4,0.752,4.4,7.4,0.595,1.4,3.9,0.35700000000000004,3,0
1005,1382,Josh Hart,Villanova,Big East,2017,9.28,36,35,33.1,18.7,5.0,1.4,6.4,2.9,1.6,0.3,2.0,2.3,6.6,12.9,0.51,3.5,4.7,0.747,4.5,7.8,0.579,2.1,5.1,0.404,4,1
1006,1384,Davon Reed,Miami (FL),ACC,2014,5.63,33,10,20.7,6.6,1.3,0.4,1.7,1.2,0.5,0.1,1.3,1.7,2.2,6.3,0.343,1.1,1.6,0.6729999999999999,0.9,2.9,0.326,1.2,3.4,0.35700000000000004,1,0
1007,1385,Davon Reed,Miami (FL),ACC,2015,7.05,30,21,27.5,8.2,3.2,0.8,4.0,1.9,0.9,0.4,1.1,2.3,2.6,5.5,0.47,1.9,2.6,0.727,1.3,2.8,0.482,1.2,2.7,0.457,2,0
1008,1386,Davon Reed,Miami (FL),ACC,2016,10.69,35,35,28.8,11.1,3.5,0.6,4.1,1.2,0.8,0.4,1.3,2.1,3.7,7.9,0.469,2.4,2.9,0.816,2.4,4.4,0.535,1.3,3.4,0.383,3,0
1009,1387,Davon Reed,Miami (FL),ACC,2017,9.57,33,33,35.3,14.9,3.9,0.8,4.8,2.4,1.3,0.5,2.0,1.6,4.9,11.3,0.433,2.7,3.3,0.833,2.5,5.2,0.474,2.4,6.0,0.397,4,1
1010,1389,Wesley Iwundu,Kansas State,Big 12,2014,8.47,33,32,23.6,6.7,2.9,1.3,4.2,1.8,0.6,0.4,1.3,2.2,2.2,4.7,0.461,2.2,3.4,0.634,1.9,4.2,0.467,0.2,0.5,0.412,1,0
1011,1390,Wesley Iwundu,Kansas State,Big 12,2015,9.29,31,24,25.2,5.8,2.4,1.1,3.5,2.0,0.7,0.6,2.0,2.1,2.0,5.0,0.404,1.5,2.5,0.595,1.8,4.4,0.416,0.2,0.6,0.316,2,0
1012,1391,Wesley Iwundu,Kansas State,Big 12,2016,9.79,33,32,32.4,11.9,3.4,1.2,4.5,3.7,1.3,0.2,2.9,2.4,4.2,8.9,0.478,3.3,4.7,0.6920000000000001,4.1,8.0,0.51,0.2,0.9,0.2,3,0
1013,1392,Wesley Iwundu,Kansas State,Big 12,2017,10.48,35,35,31.4,13.0,5.3,1.0,6.3,3.5,1.0,0.3,2.3,1.8,4.3,9.0,0.481,3.5,4.5,0.767,3.4,6.5,0.52,0.9,2.4,0.376,4,1
1014,1394,Frank Mason,Kansas,Big 12,2014,11.4,35,3,16.1,5.5,1.1,0.2,1.3,2.1,0.5,0.0,1.1,1.9,1.8,4.3,0.417,1.3,2.0,0.662,1.3,2.7,0.469,0.5,1.6,0.327,1,0
1015,1395,Frank Mason,Kansas,Big 12,2015,12.13,36,36,33.5,12.6,3.3,0.6,3.9,3.9,1.4,0.1,2.1,1.8,4.2,9.4,0.441,3.1,3.9,0.7859999999999999,3.0,6.7,0.446,1.2,2.7,0.429,2,0
1016,1396,Frank Mason,Kansas,Big 12,2016,11.22,38,38,33.5,12.9,3.6,0.7,4.3,4.6,1.3,0.1,1.9,2.2,4.1,9.4,0.434,3.6,4.8,0.7390000000000001,2.9,6.4,0.459,1.1,3.0,0.381,3,0
1017,1397,Frank Mason,Kansas,Big 12,2017,12.23,36,36,36.1,20.9,3.6,0.6,4.2,5.2,1.3,0.1,2.4,2.0,6.7,13.7,0.49,5.3,6.6,0.794,4.4,8.8,0.5,2.3,4.8,0.471,4,1
1018,1399,Ivan Rabb,California,Pac-10,2016,7.87,34,34,28.7,12.5,5.8,2.8,8.5,0.9,0.5,1.2,1.5,3.1,4.7,7.7,0.615,3.0,4.5,0.669,4.7,7.6,0.615,0.0,0.1,0.5,1,0
1019,1400,Ivan Rabb,California,Pac-10,2017,6.34,31,30,32.6,14.0,7.4,3.0,10.5,1.5,0.7,1.0,2.2,3.1,4.9,10.1,0.484,4.0,6.0,0.6629999999999999,4.6,9.4,0.49,0.3,0.6,0.4,2,1
1020,1402,Semi Ojeleye,Duke,ACC,2014,8.48,17,0,4.7,1.6,0.5,0.4,0.9,0.1,0.2,0.2,0.3,0.4,0.4,0.8,0.5,0.6,0.6,0.909,0.2,0.4,0.429,0.2,0.4,0.5710000000000001,1,0
1021,1403,Semi Ojeleye,Duke,ACC,2015,9.87,6,0,10.5,3.0,1.8,0.5,2.3,0.2,0.5,0.0,0.0,1.8,0.8,3.0,0.278,0.7,1.2,0.5710000000000001,0.2,0.3,0.5,0.7,2.7,0.25,2,0
1022,1404,Semi Ojeleye,SMU,AAC,2017,4.45,35,35,34.1,19.0,4.6,2.3,6.9,1.5,0.4,0.4,1.4,1.8,6.0,12.3,0.487,4.9,6.3,0.785,3.9,7.4,0.529,2.1,4.9,0.424,3,1
1023,1406,Jordan Bell,Oregon,Pac-12,2015,7.65,35,20,23.7,5.1,4.2,1.9,6.1,1.3,0.8,2.7,1.1,2.7,2.4,4.0,0.597,0.3,0.6,0.524,2.4,4.0,0.597,0.0,0.0,0.0,1,0
1024,1407,Jordan Bell,Oregon,Pac-12,2016,8.64,31,4,20.5,6.8,3.8,1.5,5.3,1.2,1.1,1.7,1.6,2.5,2.9,5.1,0.5760000000000001,0.9,1.7,0.519,2.9,5.0,0.583,0.0,0.1,0.0,2,0
1025,1408,Jordan Bell,Oregon,Pac-12,2017,8.38,39,38,28.8,10.9,5.9,2.9,8.8,1.8,1.3,2.3,1.9,1.7,4.4,6.9,0.636,2.1,3.0,0.701,4.3,6.5,0.659,0.1,0.4,0.214,3,1
1026,1410,Jawun Evans,Oklahoma State,Big 12,2016,8.8,22,20,28.9,12.9,3.9,0.5,4.4,4.9,1.1,0.2,2.5,2.5,4.4,9.4,0.471,3.2,3.8,0.833,3.5,7.5,0.47,0.9,1.8,0.475,1,0
1027,1411,Jawun Evans,Oklahoma State,Big 12,2017,12.22,32,32,29.3,19.2,2.7,0.8,3.4,6.4,1.8,0.1,2.8,2.3,6.6,15.1,0.438,4.8,6.0,0.812,5.5,12.1,0.452,1.1,3.0,0.379,2,1
1028,1413,Dwayne Bacon,Florida State,ACC,2016,8.16,34,32,28.8,15.8,4.4,1.4,5.8,1.5,1.0,0.0,2.2,2.1,5.8,13.0,0.447,3.2,4.5,0.7140000000000001,4.9,9.6,0.505,0.9,3.4,0.281,1,0
1029,1414,Dwayne Bacon,Florida State,ACC,2017,8.87,35,35,28.8,17.2,3.2,1.0,4.2,1.7,1.0,0.1,2.0,1.6,6.3,14.0,0.452,3.0,3.9,0.754,4.7,9.1,0.516,1.6,4.9,0.333,2,1
1030,1416,Tyler Dorsey,Oregon,Pac-12,2016,8.64,36,35,30.1,13.4,3.0,1.3,4.3,2.0,0.8,0.2,1.9,2.1,4.3,9.6,0.441,3.1,4.3,0.7120000000000001,2.4,5.1,0.473,1.9,4.6,0.406,1,0
1031,1417,Tyler Dorsey,Oregon,Pac-12,2017,8.38,39,39,30.0,14.6,2.6,0.8,3.5,1.7,0.8,0.1,1.5,1.5,4.8,10.4,0.467,2.7,3.6,0.755,2.6,5.1,0.513,2.3,5.3,0.423,2,1
1032,1419,Thomas Bryant,Indiana,Big Ten,2016,6.9,35,35,22.6,11.9,3.8,2.0,5.8,1.0,0.5,0.9,1.7,2.8,4.5,6.6,0.6829999999999999,2.7,3.9,0.706,4.3,6.1,0.7070000000000001,0.1,0.4,0.333,1,0
1033,1420,Thomas Bryant,Indiana,Big Ten,2017,8.15,34,34,28.1,12.6,4.4,2.2,6.6,1.5,0.8,1.5,2.3,3.1,4.4,8.4,0.519,3.2,4.4,0.73,3.7,6.6,0.556,0.7,1.8,0.383,2,1
1034,1422,Damyean Dotson,Oregon,Pac-12,2013,5.77,37,36,27.9,11.4,2.6,0.9,3.5,0.9,0.9,0.1,1.4,1.1,4.4,10.0,0.439,1.3,1.8,0.723,3.1,6.2,0.509,1.3,3.9,0.329,1,0
1035,1423,Damyean Dotson,Oregon,Pac-12,2014,8.05,33,33,23.8,9.4,2.5,0.7,3.2,1.2,0.5,0.2,1.2,1.8,3.5,8.0,0.438,1.6,2.0,0.8029999999999999,2.7,5.5,0.495,0.8,2.5,0.313,2,0
1036,1424,Damyean Dotson,Houston,CUSA,2016,2.17,32,32,31.0,13.9,4.8,1.9,6.8,1.3,0.7,0.2,1.0,1.9,5.1,10.1,0.506,1.7,2.1,0.833,3.2,4.8,0.6579999999999999,1.9,5.3,0.3670000000000001,3,0
1037,1425,Damyean Dotson,Houston,CUSA,2017,3.42,32,32,34.3,17.4,5.4,1.5,6.9,1.1,0.9,0.2,1.0,1.7,6.3,13.4,0.47,1.4,1.7,0.83,2.9,5.8,0.505,3.4,7.6,0.443,4,1
1038,1427,Dillon Brooks,Oregon,Pac-12,2015,7.65,36,33,28.3,11.5,3.2,1.7,4.9,1.8,0.5,0.6,2.0,3.1,4.2,9.1,0.456,2.4,2.9,0.825,3.4,6.8,0.496,0.8,2.3,0.337,1,0
1039,1428,Dillon Brooks,Oregon,Pac-12,2016,8.64,38,38,32.8,16.7,3.4,2.0,5.4,3.1,1.1,0.4,2.3,2.9,6.1,12.9,0.47,3.3,4.1,0.8059999999999999,4.8,9.2,0.523,1.3,3.7,0.338,2,0
1040,1429,Dillon Brooks,Oregon,Pac-12,2017,8.38,35,27,25.3,16.1,2.2,1.0,3.2,2.7,1.1,0.5,2.1,2.8,5.9,12.1,0.488,2.7,3.6,0.754,4.3,8.0,0.532,1.6,4.1,0.401,3,1
1041,1431,Ike Anigbogu,UCLA,Pac-10,2017,6.39,29,0,13.0,4.7,2.6,1.4,4.0,0.2,0.2,1.2,0.8,2.5,2.0,3.5,0.564,0.8,1.5,0.535,2.0,3.5,0.564,0.0,0.0,0.0,1,1
1042,1433,Sindarius Thornwell,South Carolina,SEC,2014,6.96,34,34,29.6,13.4,2.7,1.4,4.1,3.0,1.2,0.6,3.1,2.9,4.2,10.9,0.386,3.9,5.2,0.736,3.1,7.9,0.393,1.1,2.9,0.37,1,0
1043,1434,Sindarius Thornwell,South Carolina,SEC,2015,8.23,33,33,30.6,11.1,3.4,1.5,4.9,2.2,1.3,0.3,2.2,2.5,3.5,10.2,0.34,3.1,4.3,0.716,2.3,5.8,0.394,1.2,4.3,0.268,2,0
1044,1435,Sindarius Thornwell,South Carolina,SEC,2016,5.83,34,34,33.1,13.4,3.7,1.1,4.8,3.8,1.5,0.5,2.3,1.9,4.2,11.1,0.382,3.6,4.7,0.764,2.9,7.0,0.41,1.4,4.1,0.333,3,0
1045,1436,Sindarius Thornwell,South Carolina,SEC,2017,10.16,31,31,33.9,21.4,4.6,2.5,7.1,2.8,2.1,1.0,2.5,2.3,6.3,14.2,0.444,6.9,8.4,0.83,4.4,9.4,0.471,1.9,4.8,0.392,4,1
1046,1438,Monte Morris,Iowa State,Big 12,2014,9.88,36,17,28.1,6.8,2.1,0.5,2.6,3.7,1.3,0.2,0.8,1.7,2.1,5.0,0.43,1.7,2.0,0.847,1.4,3.1,0.445,0.8,1.9,0.406,1,0
1047,1439,Monte Morris,Iowa State,Big 12,2015,9.15,34,34,33.9,11.9,2.7,0.7,3.4,5.2,1.9,0.4,1.1,1.3,4.6,9.0,0.507,1.9,2.5,0.753,3.6,6.6,0.547,0.9,2.4,0.395,2,0
1048,1440,Monte Morris,Iowa State,Big 12,2016,10.16,35,35,38.0,13.8,3.2,0.7,3.9,6.9,1.8,0.3,1.6,1.6,5.4,11.0,0.487,2.0,2.7,0.7290000000000001,4.3,8.0,0.536,1.1,3.0,0.358,3,0
1049,1441,Monte Morris,Iowa State,Big 12,2017,11.94,35,35,35.3,16.4,3.7,1.1,4.8,6.2,1.5,0.3,1.2,1.5,6.2,13.3,0.465,2.5,3.2,0.802,4.6,9.2,0.503,1.5,4.1,0.378,4,1
1050,1443,Edmond Sumner,Xavier,A-10,2015,9.48,6,0,7.2,1.3,0.5,0.3,0.8,1.0,0.3,0.0,0.8,1.5,0.3,1.7,0.2,0.7,1.0,0.667,0.3,1.2,0.28600000000000003,0.0,0.5,0.0,1,0
1051,1444,Edmond Sumner,Xavier,A-10,2016,8.43,31,29,25.9,11.0,2.9,0.5,3.4,3.6,1.3,0.2,2.1,2.3,3.3,8.3,0.397,3.6,5.0,0.727,2.5,5.6,0.443,0.8,2.7,0.301,2,0
1052,1445,Edmond Sumner,Xavier,A-10,2017,11.51,22,19,31.7,14.3,3.6,0.5,4.1,4.8,1.2,0.7,2.6,2.3,4.6,9.6,0.479,4.5,6.2,0.735,4.0,7.6,0.5329999999999999,0.5,2.0,0.273,3,1
1053,1447,Kadeem Allen,Arizona,Pac-10,2016,7.23,34,28,24.9,8.4,2.9,0.2,3.1,3.6,1.0,0.8,2.0,2.4,2.9,6.3,0.465,2.0,2.8,0.705,2.4,4.9,0.4970000000000001,0.5,1.5,0.36,1,0
1054,1448,Kadeem Allen,Arizona,Pac-10,2017,7.63,34,33,30.0,9.8,3.7,0.4,4.0,3.0,1.6,0.6,1.9,2.4,3.1,6.9,0.453,2.5,3.4,0.741,2.2,4.7,0.466,0.9,2.2,0.4270000000000001,2,1
1055,1450,Alec Peters,Valparaiso,Horizon,2014,-0.24,34,34,29.6,12.7,3.9,1.0,4.8,1.4,0.9,0.1,1.9,2.2,4.5,9.2,0.49,2.0,2.6,0.773,2.9,4.9,0.588,1.7,4.4,0.383,1,0
1056,1451,Alec Peters,Valparaiso,Horizon,2015,-2.0,34,34,30.6,16.8,4.8,1.9,6.7,1.2,0.7,0.3,1.4,2.0,5.7,11.7,0.489,2.9,3.4,0.8290000000000001,3.3,6.5,0.507,2.4,5.2,0.466,2,0
1057,1452,Alec Peters,Valparaiso,Horizon,2016,0.02,37,37,32.1,18.4,5.9,2.5,8.4,1.3,0.7,0.3,1.7,2.1,6.0,11.9,0.505,3.8,4.5,0.85,3.6,6.4,0.562,2.5,5.6,0.44,3,0
1058,1453,Alec Peters,Valparaiso,Horizon,2017,-1.59,29,29,35.1,23.0,7.6,2.6,10.1,2.2,0.8,0.4,2.4,2.2,7.5,16.1,0.466,5.9,6.7,0.887,5.5,10.6,0.519,2.0,5.5,0.363,4,1
1059,1455,Nigel Williams-Goss,Washington,Pac-10,2014,6.45,32,32,33.2,13.4,3.6,0.8,4.4,4.4,1.1,0.2,2.9,2.3,5.3,11.3,0.464,1.9,2.6,0.723,4.3,8.5,0.5,1.0,2.8,0.35600000000000004,1,0
1060,1456,Nigel Williams-Goss,Washington,Pac-10,2015,4.83,30,30,36.8,15.6,4.0,0.7,4.7,5.9,1.1,0.2,2.8,1.9,6.2,14.0,0.442,2.5,3.2,0.763,5.5,11.2,0.49,0.7,2.9,0.256,2,0
1061,1457,Nigel Williams-Goss,Gonzaga,WCC,2017,4.13,38,38,32.8,16.8,5.4,0.6,6.0,4.7,1.7,0.1,2.1,1.6,5.8,11.9,0.486,4.1,4.8,0.867,4.7,8.8,0.527,1.1,3.1,0.368,3,1
1062,1459,Jabari Bird,California,Pac-10,2014,7.44,31,12,20.0,8.3,1.4,0.5,2.0,1.1,0.4,0.3,1.0,1.2,3.0,7.1,0.425,1.3,1.6,0.804,2.0,4.1,0.5,1.0,3.0,0.32299999999999995,1,0
1063,1460,Jabari Bird,California,Pac-10,2015,6.15,23,21,28.2,10.5,2.3,1.0,3.3,1.7,0.5,0.4,1.2,2.2,4.0,9.1,0.438,1.1,1.5,0.765,2.7,5.5,0.484,1.3,3.7,0.369,2,0
1064,1461,Jabari Bird,California,Pac-10,2016,7.87,33,22,26.8,10.4,2.6,0.8,3.3,0.9,0.5,0.3,0.8,1.7,3.8,8.2,0.461,0.9,1.4,0.674,1.9,3.7,0.525,1.8,4.5,0.409,3,0
1065,1462,Jabari Bird,California,Pac-10,2017,6.34,27,25,32.0,14.3,3.7,1.0,4.7,1.0,0.7,0.2,1.9,1.9,5.2,11.8,0.44,1.6,2.0,0.764,2.8,5.2,0.536,2.4,6.6,0.365,4,1
1066,1464,Jaron Blossomgame,Clemson,ACC,2014,5.97,33,30,23.5,4.9,3.4,1.6,5.0,0.4,0.3,0.4,0.8,1.5,1.9,4.8,0.395,0.8,1.4,0.596,1.6,3.2,0.486,0.3,1.5,0.2,1,0
1067,1465,Jaron Blossomgame,Clemson,ACC,2015,7.18,31,31,30.9,13.1,5.7,2.5,8.2,1.0,0.8,0.4,1.7,1.5,4.6,9.5,0.486,3.3,4.6,0.708,4.1,7.6,0.536,0.5,1.9,0.28800000000000003,2,0
1068,1466,Jaron Blossomgame,Clemson,ACC,2016,6.87,31,31,34.2,18.7,4.9,1.8,6.7,1.5,0.7,1.3,1.8,2.0,6.5,12.6,0.513,4.3,5.5,0.782,5.0,9.4,0.536,1.5,3.3,0.446,3,0
1069,1467,Jaron Blossomgame,Clemson,ACC,2017,9.98,33,33,34.3,17.7,4.5,1.8,6.3,1.5,0.8,0.9,1.7,1.6,6.7,13.4,0.499,3.6,5.1,0.7140000000000001,5.9,10.5,0.565,0.7,2.8,0.255,4,1
