,index,Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,year,last
323,436,MarShon Brooks,Providence,Big East,2011,6.44,32,31,36.5,24.6,4.8,2.3,7.0,2.5,1.5,1.2,3.1,2.5,8.6,17.8,0.483,5.3,6.8,0.772,6.5,11.7,0.5589999999999999,2.1,6.2,0.34,4,1
324,438,JaJuan Johnson,Purdue,Big Ten,2008,5.9,34,17,16.6,5.4,2.0,1.1,3.1,0.3,0.4,1.0,0.6,1.7,2.0,4.7,0.421,1.4,2.2,0.649,2.0,4.6,0.4270000000000001,0.0,0.1,0.0,1,0
325,439,JaJuan Johnson,Purdue,Big Ten,2009,7.17,37,35,26.9,13.4,3.4,2.1,5.6,0.7,0.5,2.1,1.3,1.8,5.1,9.5,0.54,3.2,4.3,0.736,5.1,9.4,0.544,0.0,0.1,0.0,2,0
326,440,JaJuan Johnson,Purdue,Big Ten,2010,8.81,35,34,31.2,15.5,4.8,2.3,7.1,0.7,0.9,2.1,1.8,2.0,5.5,10.8,0.507,4.5,6.3,0.718,5.5,10.7,0.512,0.0,0.1,0.0,3,0
327,441,JaJuan Johnson,Purdue,Big Ten,2011,8.69,34,33,35.4,20.5,6.1,2.4,8.6,1.0,0.9,2.3,1.6,1.6,7.6,15.3,0.494,5.0,6.1,0.809,7.1,13.8,0.516,0.4,1.5,0.294,4,1
328,443,Norris Cole,Cleveland State,Horizon,2008,1.69,34,0,14.4,4.9,1.1,0.3,1.4,0.8,0.6,0.0,1.1,1.7,1.6,4.2,0.38,1.4,1.8,0.8170000000000001,1.3,2.9,0.44,0.3,1.2,0.238,1,0
329,444,Norris Cole,Cleveland State,Horizon,2009,2.12,37,37,32.8,13.3,1.5,1.0,2.5,2.4,1.2,0.1,1.5,2.4,5.1,11.2,0.453,2.1,2.6,0.804,4.0,7.6,0.521,1.1,3.5,0.305,2,0
330,445,Norris Cole,Cleveland State,Horizon,2010,2.12,33,33,34.2,16.3,2.3,0.4,2.8,4.4,1.8,0.1,2.8,2.5,5.6,13.0,0.4320000000000001,4.0,5.0,0.799,4.5,9.6,0.464,1.2,3.4,0.342,3,0
331,446,Norris Cole,Cleveland State,Horizon,2011,1.74,36,36,35.7,21.7,5.1,0.8,5.8,5.3,2.2,0.1,2.7,2.4,7.0,15.9,0.439,6.3,7.4,0.853,5.6,11.8,0.473,1.4,4.1,0.342,4,1
332,448,Cory Joseph,Texas,Big 12,2011,7.96,36,36,32.4,10.4,2.9,0.6,3.6,3.0,1.0,0.3,1.5,1.8,3.8,8.9,0.422,1.4,2.0,0.6990000000000001,2.3,5.4,0.429,1.4,3.5,0.413,1,1
333,450,Jimmy Butler,Marquette,Big East,2009,7.87,35,0,19.6,5.6,1.8,2.1,3.9,0.7,0.5,0.5,0.5,1.9,1.6,3.1,0.514,2.5,3.2,0.768,1.6,2.9,0.534,0.0,0.1,0.0,1,0
334,451,Jimmy Butler,Marquette,Big East,2010,8.23,34,34,34.3,14.7,3.9,2.4,6.4,2.0,1.3,0.6,1.1,2.0,4.4,8.2,0.53,5.5,7.2,0.7659999999999999,3.9,7.3,0.534,0.5,0.9,0.5,2,0
335,452,Jimmy Butler,Marquette,Big East,2011,8.51,37,35,34.6,15.7,3.6,2.4,6.1,2.3,1.4,0.4,1.5,1.3,5.1,10.3,0.49,5.1,6.5,0.7829999999999999,4.5,8.8,0.515,0.5,1.6,0.345,3,1
336,454,Justin Harper,Richmond,A-10,2008,2.55,29,0,8.6,3.3,0.8,0.6,1.3,0.1,0.2,0.2,0.4,1.4,1.2,2.8,0.45,0.2,0.6,0.412,0.7,1.3,0.541,0.6,1.5,0.3720000000000001,1,0
337,455,Justin Harper,Richmond,A-10,2009,1.08,36,24,23.1,9.2,3.0,1.6,4.6,0.6,0.6,0.8,1.5,2.8,3.2,7.8,0.411,1.5,2.2,0.675,2.0,4.2,0.477,1.2,3.6,0.336,2,0
338,456,Justin Harper,Richmond,A-10,2010,3.43,35,35,25.0,10.6,3.8,1.6,5.4,1.0,0.8,0.9,1.4,2.3,4.0,8.3,0.483,1.4,2.1,0.6809999999999999,2.8,4.8,0.583,1.2,3.5,0.344,3,0
339,457,Justin Harper,Richmond,A-10,2011,2.79,37,37,31.8,17.9,5.2,1.7,6.9,1.2,0.6,1.2,1.5,2.2,6.6,12.4,0.534,2.5,3.2,0.797,4.5,7.8,0.585,2.1,4.6,0.448,4,1
340,459,Kyle Singler,Duke,ACC,2008,9.28,34,34,28.6,13.3,3.8,2.1,5.8,1.4,1.1,0.7,2.2,3.1,4.7,10.2,0.457,2.4,3.1,0.774,3.2,5.8,0.545,1.5,4.4,0.34,1,0
341,460,Kyle Singler,Duke,ACC,2009,9.07,37,36,32.2,16.5,4.6,3.0,7.7,2.4,1.5,1.0,2.5,2.7,5.6,12.8,0.441,3.4,4.7,0.713,3.8,7.9,0.476,1.9,4.9,0.383,2,0
342,461,Kyle Singler,Duke,ACC,2010,9.21,40,40,35.9,17.7,4.8,2.3,7.0,2.4,1.0,0.8,2.0,2.2,5.7,13.8,0.415,4.2,5.2,0.7979999999999999,3.6,8.4,0.424,2.1,5.3,0.399,3,0
343,462,Kyle Singler,Duke,ACC,2011,8.31,37,37,34.8,16.9,4.5,2.4,6.8,1.6,0.9,0.3,1.9,2.6,5.9,13.8,0.43,3.4,4.2,0.8059999999999999,4.2,8.5,0.4970000000000001,1.7,5.2,0.321,4,1
344,464,Shelvin Mack,Butler,Horizon,2009,2.07,32,32,30.7,11.9,3.2,1.3,4.4,3.5,1.1,0.0,2.1,2.2,3.8,9.8,0.391,2.5,3.3,0.757,2.0,4.3,0.474,1.8,5.5,0.326,1,0
345,465,Shelvin Mack,Butler,Horizon,2010,5.08,38,38,30.9,14.1,3.2,0.5,3.7,3.0,1.4,0.1,2.1,1.9,5.1,11.1,0.454,2.1,2.9,0.7340000000000001,3.2,6.3,0.502,1.9,4.8,0.391,2,0
346,466,Shelvin Mack,Butler,Horizon,2011,5.02,38,37,32.1,16.0,3.8,0.7,4.5,3.4,0.8,0.1,2.4,1.7,5.3,13.0,0.408,3.2,4.1,0.769,3.0,6.5,0.462,2.3,6.5,0.354,3,1
347,468,Tyler Honeycutt,UCLA,Pac-10,2010,7.86,26,18,27.7,7.2,4.5,2.0,6.5,2.7,1.5,1.2,2.4,2.3,2.7,5.3,0.496,1.5,2.5,0.6,2.3,4.2,0.536,0.4,1.1,0.345,1,0
348,469,Tyler Honeycutt,UCLA,Pac-10,2011,7.93,33,33,35.0,12.8,5.7,1.5,7.2,2.8,0.9,2.0,3.0,1.6,4.4,10.8,0.406,2.4,3.2,0.736,2.7,6.2,0.438,1.7,4.6,0.362,2,1
349,471,Jordan Williams,Maryland,ACC,2010,7.95,33,31,24.8,9.6,5.8,2.8,8.6,0.2,0.7,1.0,0.9,2.7,3.8,7.5,0.512,1.9,3.7,0.529,3.8,7.5,0.512,0.0,0.0,0.0,1,0
350,472,Jordan Williams,Maryland,ACC,2011,5.76,33,33,32.5,16.9,8.1,3.7,11.8,0.6,0.7,1.4,1.6,2.4,6.5,12.0,0.5379999999999999,4.0,6.9,0.575,6.5,12.0,0.5379999999999999,0.0,0.0,0.0,2,1
351,474,Trey Thompkins,Georgia,SEC,2009,5.5,28,23,26.0,12.6,5.3,2.1,7.4,0.8,1.0,1.1,2.4,1.7,4.8,11.0,0.434,1.9,2.6,0.726,3.6,8.0,0.453,1.2,3.1,0.384,1,0
352,475,Trey Thompkins,Georgia,SEC,2010,8.04,31,29,31.0,17.7,6.2,2.1,8.3,1.9,1.0,1.2,2.9,2.6,6.7,13.8,0.483,3.6,4.7,0.762,5.9,11.9,0.5,0.7,2.0,0.377,2,0
353,476,Trey Thompkins,Georgia,SEC,2011,6.13,30,29,31.2,16.4,5.8,1.9,7.6,1.4,1.1,1.7,2.5,2.2,6.5,13.4,0.481,2.7,4.0,0.6890000000000001,5.7,11.0,0.52,0.8,2.5,0.311,3,1
354,478,Chandler Parsons,Florida,SEC,2008,4.98,36,0,20.7,8.1,2.7,1.3,4.0,1.4,0.5,0.2,1.0,1.7,2.9,6.1,0.472,1.4,2.3,0.627,1.9,3.1,0.618,1.0,3.0,0.324,1,0
355,479,Chandler Parsons,Florida,SEC,2009,3.88,36,28,26.0,9.2,3.7,2.0,5.7,1.8,1.1,0.4,1.4,2.4,3.6,7.7,0.46,1.1,1.9,0.557,2.5,4.3,0.5870000000000001,1.0,3.4,0.301,2,0
356,480,Chandler Parsons,Florida,SEC,2010,7.16,34,18,31.0,12.4,4.6,2.3,6.9,2.6,1.1,0.1,2.0,2.1,4.1,8.4,0.493,2.9,4.4,0.662,3.0,5.3,0.5720000000000001,1.1,3.1,0.358,3,0
357,481,Chandler Parsons,Florida,SEC,2011,7.57,36,35,34.1,11.3,5.7,2.1,7.8,3.8,0.9,0.4,2.3,1.9,4.3,9.0,0.48,1.5,2.7,0.557,3.1,5.7,0.544,1.2,3.3,0.368,4,1
358,483,Jon Leuer,Wisconsin,Big Ten,2008,6.73,32,0,8.6,2.9,0.7,0.6,1.3,0.4,0.1,0.1,0.6,0.4,1.1,2.3,0.472,0.4,0.9,0.483,0.7,1.4,0.478,0.4,0.8,0.462,1,0
359,484,Jon Leuer,Wisconsin,Big Ten,2009,8.43,33,12,21.3,8.8,2.5,1.4,3.8,0.8,0.5,0.6,1.3,1.9,3.5,7.5,0.466,1.4,2.3,0.605,3.0,5.8,0.513,0.5,1.6,0.29600000000000004,2,0
360,485,Jon Leuer,Wisconsin,Big Ten,2010,7.66,24,22,28.8,15.4,4.3,1.5,5.8,1.6,0.5,1.3,1.0,2.1,5.9,11.3,0.522,2.8,3.9,0.72,5.2,9.4,0.5489999999999999,0.8,1.9,0.391,3,0
361,486,Jon Leuer,Wisconsin,Big Ten,2011,9.41,34,34,33.5,18.3,5.6,1.7,7.2,1.6,0.5,0.9,1.6,2.2,6.7,14.2,0.47,3.3,3.9,0.843,5.1,9.9,0.513,1.6,4.3,0.37,4,1
362,488,Darius Morris,Michigan,Big Ten,2010,9.37,32,19,24.3,4.4,1.4,0.4,1.8,2.6,0.6,0.2,1.6,1.9,1.6,4.0,0.406,0.9,1.4,0.63,1.4,2.8,0.506,0.2,1.2,0.179,1,0
363,489,Darius Morris,Michigan,Big Ten,2011,10.68,35,34,34.8,15.0,3.1,0.9,4.0,6.7,1.0,0.0,2.9,2.1,5.7,11.7,0.489,3.1,4.3,0.715,5.3,9.9,0.5329999999999999,0.5,1.8,0.25,2,1
364,491,Malcolm Lee,UCLA,Pac-10,2009,7.18,29,0,10.7,3.2,1.0,0.6,1.5,0.6,0.5,0.1,0.8,1.3,1.3,2.6,0.5,0.3,0.8,0.417,1.1,1.9,0.5710000000000001,0.2,0.7,0.3,1,0
365,492,Malcolm Lee,UCLA,Pac-10,2010,7.86,32,32,34.8,12.1,3.2,1.3,4.4,3.1,1.1,0.3,2.6,2.3,4.2,9.6,0.4320000000000001,3.0,4.3,0.706,3.3,6.4,0.522,0.8,3.2,0.252,2,0
366,493,Malcolm Lee,UCLA,Pac-10,2011,7.93,33,33,33.1,13.1,2.4,0.7,3.1,2.0,0.7,0.2,1.7,2.4,4.3,9.8,0.4370000000000001,3.4,4.4,0.778,3.1,5.8,0.534,1.2,4.0,0.295,3,1
367,495,Charles Jenkins,Hofstra,CAA,2008,-3.0,29,29,34.6,15.0,3.0,1.6,4.6,2.1,1.7,0.5,3.3,2.7,5.5,11.7,0.471,3.3,4.2,0.78,4.8,9.6,0.502,0.7,2.1,0.328,1,0
368,496,Charles Jenkins,Hofstra,CAA,2009,-2.9,32,32,35.1,19.7,3.9,0.9,4.8,4.3,1.4,0.5,3.3,2.6,6.3,15.7,0.404,6.0,7.3,0.821,5.4,12.6,0.426,1.0,3.1,0.313,2,0
369,497,Charles Jenkins,Hofstra,CAA,2010,-0.02,34,34,36.3,20.6,3.4,1.1,4.5,3.9,1.8,0.6,3.2,2.6,6.9,15.6,0.443,5.0,6.2,0.805,5.1,11.1,0.456,1.9,4.5,0.409,3,0
370,498,Charles Jenkins,Hofstra,CAA,2011,0.13,33,33,37.3,22.6,2.8,0.5,3.4,4.8,1.7,0.7,2.2,2.0,7.5,14.6,0.517,5.5,6.7,0.8240000000000001,5.5,9.8,0.563,2.0,4.8,0.42,4,1
371,500,Josh Harrellson,Kentucky,SEC,2009,4.82,34,2,9.3,3.6,1.6,0.9,2.5,0.3,0.3,0.6,0.8,1.1,1.4,3.0,0.447,0.8,1.1,0.722,1.2,2.6,0.466,0.1,0.4,0.333,1,0
372,501,Josh Harrellson,Kentucky,SEC,2010,6.82,22,0,4.0,1.3,0.8,0.4,1.2,0.0,0.1,0.3,0.3,0.4,0.5,1.2,0.462,0.1,0.1,1.0,0.5,1.0,0.455,0.1,0.2,0.5,2,0
373,502,Josh Harrellson,Kentucky,SEC,2011,8.91,38,38,28.5,7.6,5.0,3.7,8.7,0.8,0.9,1.5,0.7,2.4,3.3,5.5,0.611,0.9,1.5,0.589,3.3,5.2,0.631,0.1,0.3,0.2,3,1
374,504,Andrew Goudelock,College of Charleston,Southern,2008,-2.31,33,18,29.0,13.2,1.9,0.6,2.5,2.1,1.0,0.2,1.7,1.3,5.1,10.8,0.466,0.8,0.9,0.871,2.8,5.6,0.508,2.2,5.2,0.422,1,0
375,505,Andrew Goudelock,College of Charleston,Southern,2009,-5.87,36,35,31.1,16.7,2.0,0.5,2.5,1.9,0.7,0.3,1.9,1.2,6.1,13.4,0.459,1.8,2.1,0.867,3.5,7.4,0.475,2.6,6.0,0.44,2,0
376,506,Andrew Goudelock,College of Charleston,Southern,2010,-2.46,34,34,35.6,19.4,3.6,0.7,4.4,3.9,1.1,0.4,2.0,1.7,7.4,16.3,0.451,1.8,2.2,0.8240000000000001,4.5,9.0,0.498,2.9,7.3,0.393,3,0
377,507,Andrew Goudelock,College of Charleston,Southern,2011,-1.04,37,37,35.2,23.7,3.2,0.7,3.9,4.2,0.9,0.2,3.2,1.8,8.6,18.9,0.455,3.0,3.6,0.821,5.1,10.2,0.496,3.5,8.7,0.407,4,1
378,509,Travis Leslie,Georgia,SEC,2009,5.5,26,4,14.3,6.3,2.4,1.5,3.9,0.6,0.8,0.5,1.0,1.2,2.7,6.1,0.447,0.9,1.5,0.575,2.7,6.0,0.455,0.0,0.1,0.0,1,0
379,510,Travis Leslie,Georgia,SEC,2010,8.04,31,31,29.4,14.8,3.7,3.1,6.8,2.5,1.3,1.0,2.6,2.1,5.5,11.2,0.487,3.7,5.0,0.735,5.3,10.8,0.485,0.2,0.4,0.545,2,0
380,511,Travis Leslie,Georgia,SEC,2011,6.13,33,33,32.2,14.4,4.0,3.2,7.2,2.9,1.2,0.6,2.2,1.9,5.4,10.9,0.4920000000000001,3.3,4.1,0.8009999999999999,5.0,9.6,0.517,0.4,1.3,0.302,3,1
381,513,Keith Benson,Oakland,Summit,2008,-0.81,29,20,13.4,5.2,2.3,1.2,3.5,0.1,0.2,1.4,0.7,1.8,1.9,3.7,0.505,1.5,2.3,0.667,1.9,3.7,0.505,0.0,0.0,0.0,1,0
382,514,Keith Benson,Oakland,Summit,2009,-1.6,36,36,27.8,14.3,5.2,2.6,7.8,0.7,0.6,2.4,1.1,3.2,5.3,8.5,0.622,3.7,5.6,0.667,5.3,8.5,0.624,0.0,0.0,0.0,2,0
383,515,Keith Benson,Oakland,Summit,2010,-2.96,35,35,31.3,17.3,7.3,3.2,10.5,0.8,0.4,3.3,1.7,3.0,5.9,11.1,0.5329999999999999,5.4,7.5,0.7240000000000001,5.9,11.0,0.535,0.1,0.1,0.4,3,0
384,516,Keith Benson,Oakland,Summit,2011,0.1,35,35,32.4,17.9,7.5,2.7,10.1,1.1,0.8,3.6,1.9,3.1,6.6,12.1,0.547,4.5,7.0,0.643,6.3,11.4,0.556,0.3,0.7,0.391,4,1
385,518,Josh Selby,Kansas,Big 12,2011,7.62,26,11,20.4,7.9,1.8,0.4,2.2,2.2,0.8,0.0,2.0,1.7,2.8,7.4,0.373,1.1,1.4,0.757,1.5,3.8,0.384,1.3,3.6,0.362,1,1
386,520,Lavoy Allen,Temple,A-10,2008,4.57,34,32,29.2,8.1,3.6,2.0,5.7,1.6,0.5,1.5,1.2,3.1,3.4,6.1,0.5579999999999999,1.2,1.7,0.737,3.4,6.0,0.562,0.1,0.1,0.4,1,0
387,521,Lavoy Allen,Temple,A-10,2009,3.9,33,31,31.3,10.9,5.1,3.9,9.0,2.1,0.4,1.5,1.3,2.4,4.6,7.9,0.579,1.6,2.5,0.642,4.4,7.3,0.6,0.2,0.6,0.333,2,0
388,522,Lavoy Allen,Temple,A-10,2010,4.27,35,34,34.5,11.5,7.2,3.5,10.7,2.4,0.5,1.4,1.5,2.2,4.9,9.1,0.536,1.6,2.5,0.625,4.7,8.5,0.561,0.1,0.7,0.217,3,0
389,523,Lavoy Allen,Temple,A-10,2011,4.23,33,33,33.9,11.6,5.9,2.7,8.6,2.3,0.7,1.8,1.6,2.3,4.7,9.7,0.48,2.1,3.0,0.6970000000000001,4.5,9.2,0.49,0.2,0.5,0.294,4,1
390,525,Jon Diebler,Ohio State,Big Ten,2008,7.97,37,8,21.1,5.9,2.0,0.4,2.3,1.2,0.7,0.2,1.2,1.2,1.7,5.6,0.304,1.2,1.5,0.782,0.4,1.1,0.366,1.3,4.5,0.289,1,0
391,526,Jon Diebler,Ohio State,Big Ten,2009,8.23,33,33,36.7,11.2,3.3,0.3,3.6,2.5,1.0,0.3,1.6,1.3,3.5,8.4,0.421,1.2,1.5,0.8,0.6,1.4,0.447,2.9,7.0,0.416,2,0
392,527,Jon Diebler,Ohio State,Big Ten,2010,7.37,37,37,37.2,13.0,2.5,0.2,2.8,1.5,1.1,0.1,1.0,1.8,4.0,9.1,0.438,1.9,2.1,0.873,0.9,1.7,0.516,3.1,7.5,0.42,3,0
393,528,Jon Diebler,Ohio State,Big Ten,2011,8.38,37,36,35.7,12.6,2.3,0.4,2.6,2.4,1.0,0.1,0.9,1.0,3.9,7.7,0.507,1.7,2.1,0.81,0.8,1.6,0.525,3.1,6.1,0.502,4,1
394,530,Vernon Macklin,Georgetown,Big East,2007,9.48,31,0,9.8,2.9,0.7,0.7,1.5,0.5,0.0,0.1,0.5,1.0,1.3,1.7,0.741,0.3,0.7,0.435,1.3,1.7,0.741,0.0,0.0,0.0,1,0
395,531,Vernon Macklin,Georgetown,Big East,2008,7.23,34,0,12.8,3.4,1.3,0.9,2.1,0.6,0.2,0.7,0.8,1.7,1.5,2.6,0.598,0.4,1.4,0.25,1.5,2.5,0.605,0.0,0.0,0.0,2,0
396,532,Vernon Macklin,Florida,SEC,2010,7.16,34,34,25.3,10.6,2.9,2.7,5.5,0.8,0.6,0.9,1.4,2.4,4.6,7.6,0.607,1.4,2.4,0.588,4.6,7.6,0.607,0.0,0.0,0.0,3,0
397,533,Vernon Macklin,Florida,SEC,2011,7.57,37,35,24.5,11.6,3.2,2.2,5.4,0.8,0.4,0.7,1.7,2.5,5.2,8.7,0.593,1.2,2.8,0.451,5.2,8.7,0.593,0.0,0.0,0.0,4,1
398,535,DeAndre Liggins,Kentucky,SEC,2009,4.82,33,1,16.5,4.2,2.2,0.2,2.3,2.8,0.7,0.4,2.3,1.6,1.4,3.8,0.362,1.1,1.6,0.6729999999999999,1.0,2.3,0.447,0.4,1.5,0.235,1,0
399,536,DeAndre Liggins,Kentucky,SEC,2010,6.82,29,0,15.3,3.8,1.7,0.6,2.3,0.8,0.7,0.3,0.6,1.4,1.2,3.0,0.419,0.8,1.3,0.59,0.8,1.4,0.524,0.5,1.5,0.318,2,0
400,537,DeAndre Liggins,Kentucky,SEC,2011,8.91,38,28,31.6,8.6,3.4,0.6,4.0,2.5,1.2,0.7,1.4,2.5,2.9,6.9,0.424,1.8,2.8,0.648,2.0,4.5,0.442,0.9,2.4,0.391,3,1
401,539,E'Twaun Moore,Purdue,Big Ten,2008,5.9,34,31,30.6,12.9,3.0,0.9,3.9,2.6,0.9,0.4,1.7,2.5,4.7,10.6,0.443,1.6,2.2,0.716,2.7,6.1,0.449,1.9,4.5,0.434,1,0
402,540,E'Twaun Moore,Purdue,Big Ten,2009,7.17,37,36,33.0,13.8,3.5,1.1,4.6,3.0,1.1,0.4,2.6,2.5,5.1,12.0,0.422,2.2,2.8,0.762,3.6,7.5,0.473,1.5,4.5,0.337,2,0
403,541,E'Twaun Moore,Purdue,Big Ten,2010,8.81,35,35,31.5,16.4,2.9,0.9,3.8,2.7,1.5,0.3,2.1,2.3,6.1,13.6,0.445,2.9,3.9,0.73,4.6,9.4,0.488,1.5,4.2,0.349,3,0
404,542,E'Twaun Moore,Purdue,Big Ten,2011,8.69,34,33,33.9,18.0,3.6,1.5,5.1,3.2,1.2,0.5,1.8,2.1,6.5,14.5,0.447,2.9,4.1,0.7090000000000001,4.4,9.4,0.473,2.1,5.1,0.4,4,1
405,544,Isaiah Thomas,Washington,Pac-10,2009,8.19,35,34,28.4,15.5,2.3,0.7,3.0,2.6,1.1,0.1,2.6,1.9,5.1,12.3,0.418,4.1,5.9,0.6859999999999999,4.0,8.5,0.475,1.1,3.8,0.29100000000000004,1,0
406,545,Isaiah Thomas,Washington,Pac-10,2010,7.49,35,35,31.1,16.9,3.3,0.6,3.9,3.2,1.1,0.1,2.4,1.9,5.3,12.8,0.415,4.5,6.1,0.732,3.5,7.1,0.486,1.9,5.7,0.327,2,0
407,546,Isaiah Thomas,Washington,Pac-10,2011,7.74,35,35,31.9,16.8,2.8,0.7,3.5,6.1,1.3,0.1,3.0,2.1,5.4,12.1,0.445,4.3,6.0,0.7190000000000001,3.7,7.1,0.512,1.7,4.9,0.349,3,1
408,548,Michael Kidd-Gilchrist,Kentucky,SEC,2012,7.93,40,39,31.1,11.9,4.9,2.6,7.4,1.9,1.0,0.9,2.2,2.4,4.0,8.2,0.491,3.6,4.8,0.745,3.7,6.9,0.535,0.3,1.3,0.255,1,1
409,550,Bradley Beal,Florida,SEC,2012,7.33,37,37,34.2,14.8,5.4,1.4,6.7,2.2,1.4,0.8,2.1,2.1,4.7,10.6,0.445,3.6,4.7,0.769,3.0,5.6,0.541,1.7,5.0,0.339,1,1
410,552,Dion Waiters,Syracuse,Big East,2011,8.79,34,0,16.3,6.6,1.2,0.4,1.6,1.5,1.1,0.1,0.9,1.4,2.3,5.6,0.411,1.1,1.4,0.813,1.5,3.1,0.476,0.8,2.5,0.329,1,0
411,553,Dion Waiters,Syracuse,Big East,2012,8.02,37,0,24.1,12.6,1.8,0.5,2.3,2.5,1.8,0.3,1.3,1.9,4.6,9.6,0.476,2.3,3.2,0.7290000000000001,3.5,6.6,0.529,1.1,3.1,0.363,2,1
412,555,Thomas Robinson,Kansas,Big 12,2010,8.25,33,1,7.2,2.5,1.6,1.0,2.7,0.3,0.2,0.5,0.8,1.3,1.0,2.1,0.485,0.5,1.3,0.395,1.0,2.1,0.485,0.0,0.0,0.0,1,0
413,556,Thomas Robinson,Kansas,Big 12,2011,7.62,33,2,14.6,7.6,4.2,2.2,6.4,0.6,0.4,0.7,1.3,2.0,3.1,5.1,0.601,1.5,2.9,0.51,3.1,5.1,0.601,0.0,0.0,0.0,2,0
414,557,Thomas Robinson,Kansas,Big 12,2012,9.93,39,39,31.8,17.7,9.0,2.9,11.9,1.8,1.1,0.9,2.7,2.7,6.7,13.3,0.505,4.2,6.1,0.682,6.5,12.9,0.505,0.2,0.4,0.5,3,1
415,559,Damian Lillard,Weber State,Big Sky,2009,-2.39,31,26,29.4,11.5,3.6,0.3,3.9,2.9,1.1,0.2,2.3,2.5,3.8,8.8,0.434,2.2,2.6,0.841,2.3,4.6,0.49,1.6,4.2,0.374,1,0
416,560,Damian Lillard,Weber State,Big Sky,2010,-1.04,31,31,34.3,19.9,3.7,0.4,4.0,3.6,1.1,0.1,2.4,1.9,6.0,13.8,0.431,5.3,6.2,0.853,3.3,6.9,0.47,2.7,6.9,0.393,2,0
417,561,Damian Lillard,Weber State,Big Sky,2011,-1.74,10,9,28.5,17.7,3.2,0.6,3.8,3.3,1.4,0.2,2.8,2.3,4.9,11.2,0.438,6.0,7.0,0.857,3.0,5.7,0.526,1.9,5.5,0.345,3,0
418,562,Damian Lillard,Weber State,Big Sky,2012,-3.65,32,32,34.5,24.5,4.5,0.5,5.0,4.0,1.5,0.2,2.3,1.9,7.2,15.5,0.467,7.1,8.0,0.887,4.3,8.3,0.517,2.9,7.2,0.409,4,1
419,564,Harrison Barnes,UNC,ACC,2011,10.14,37,36,29.4,15.6,3.8,2.0,5.8,1.4,0.7,0.4,1.9,1.9,5.6,13.4,0.421,2.5,3.4,0.75,3.8,8.2,0.47,1.8,5.3,0.344,1,0
420,565,Harrison Barnes,UNC,ACC,2012,7.07,38,37,29.2,17.1,3.3,1.9,5.2,1.1,1.1,0.3,1.9,1.8,6.0,13.7,0.44,3.7,5.1,0.723,4.7,10.1,0.469,1.3,3.6,0.358,2,1
421,567,Terrence Ross,Washington,Pac-10,2011,7.74,34,4,17.4,8.0,2.0,0.9,2.8,1.0,0.6,0.4,0.7,2.0,3.0,6.8,0.443,0.7,1.0,0.758,1.7,3.1,0.552,1.3,3.7,0.35200000000000004,1,0
422,568,Terrence Ross,Washington,Pac-10,2012,5.27,35,35,31.1,16.4,5.1,1.4,6.4,1.4,1.3,0.9,2.0,2.8,6.1,13.4,0.457,2.1,2.7,0.7659999999999999,4.1,7.9,0.518,2.1,5.5,0.371,2,1
423,570,Andre Drummond,UConn,Big East,2012,8.07,34,30,28.4,10.0,4.2,3.4,7.6,0.4,0.8,2.7,1.5,2.2,4.6,8.6,0.5379999999999999,0.8,2.6,0.295,4.6,8.5,0.541,0.0,0.1,0.0,1,1
424,572,Austin Rivers,Duke,ACC,2012,8.4,34,33,33.2,15.5,2.8,0.6,3.4,2.1,1.0,0.0,2.3,2.2,5.1,11.8,0.433,3.6,5.4,0.6579999999999999,3.4,7.1,0.477,1.7,4.7,0.365,1,1
425,574,Meyers Leonard,Illinois,Big Ten,2011,11.11,33,1,8.2,2.1,0.9,0.3,1.2,0.2,0.2,0.4,0.8,1.5,0.8,1.8,0.483,0.4,0.5,0.706,0.8,1.7,0.491,0.0,0.0,0.0,1,0
426,575,Meyers Leonard,Illinois,Big Ten,2012,7.99,32,29,31.8,13.6,5.9,2.3,8.2,1.3,0.5,1.9,2.1,2.9,5.3,9.1,0.584,2.9,4.0,0.732,5.3,8.8,0.604,0.0,0.3,0.091,2,1
427,577,Jeremy Lamb,UConn,Big East,2011,10.44,41,40,27.8,11.1,3.2,1.2,4.5,1.6,0.9,0.6,1.3,1.6,4.4,9.1,0.487,1.1,1.4,0.797,3.3,6.1,0.546,1.1,3.0,0.368,1,0
428,578,Jeremy Lamb,UConn,Big East,2012,8.07,34,34,37.2,17.7,3.9,0.9,4.9,1.7,1.2,0.6,2.0,1.7,6.4,13.4,0.478,2.9,3.6,0.81,4.3,7.1,0.601,2.1,6.2,0.336,2,1
429,580,Kendall Marshall,UNC,ACC,2011,10.14,37,20,24.6,6.2,1.9,0.2,2.1,6.2,1.1,0.1,2.5,1.4,2.1,4.9,0.42,1.6,2.3,0.69,1.5,3.5,0.434,0.5,1.4,0.385,1,0
430,581,Kendall Marshall,UNC,ACC,2012,7.07,36,35,33.0,8.1,2.4,0.2,2.6,9.8,1.2,0.2,2.8,1.6,2.9,6.3,0.467,1.5,2.2,0.696,2.1,4.1,0.527,0.8,2.2,0.354,2,1
