,level_0,index,Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,year,last
366,985,1351,D.J. Wilson,Michigan,Big Ten,2017,10.17,38,36,30.4,11.0,3.8,1.5,5.3,1.3,0.5,1.5,1.1,1.9,4.3,8.0,0.5379999999999999,1.3,1.6,0.833,3.2,5.1,0.631,1.1,2.9,0.373,3,1
367,986,1353,T.J. Leaf,UCLA,Pac-10,2017,6.39,35,35,29.9,16.3,6.0,2.2,8.2,2.4,0.6,1.1,1.5,2.5,6.7,10.9,0.617,2.1,3.0,0.679,5.9,9.2,0.644,0.8,1.7,0.466,1,1
368,988,1356,John Collins,Wake Forest,ACC,2017,9.8,33,33,26.6,19.2,6.1,3.8,9.8,0.5,0.6,1.6,1.8,3.0,7.1,11.4,0.622,5.0,6.7,0.745,7.1,11.4,0.624,0.0,0.0,0.0,2,1
369,989,1358,Harry Giles,Duke,ACC,2017,10.91,26,6,11.5,3.9,2.3,1.6,3.8,0.3,0.3,0.7,0.7,2.2,1.7,3.0,0.5770000000000001,0.5,0.9,0.5,1.7,3.0,0.5770000000000001,0.0,0.0,0.0,1,1
370,990,1360,Jarrett Allen,Texas,Big 12,2017,12.75,33,33,32.2,13.4,5.4,3.0,8.4,0.8,0.6,1.5,2.5,2.1,5.4,9.6,0.5660000000000001,2.5,4.5,0.564,5.4,9.4,0.579,0.0,0.2,0.0,1,1
371,992,1363,OG Anunoby,Indiana,Big Ten,2017,8.15,16,10,25.1,11.1,3.7,1.8,5.4,1.4,1.3,1.3,1.6,2.1,4.3,7.6,0.557,1.7,3.0,0.563,3.4,4.8,0.701,0.9,2.8,0.311,2,1
372,994,1366,Tyler Lydon,Syracuse,Big East,2017,8.46,34,34,36.1,13.2,6.3,2.3,8.6,2.1,1.0,1.4,1.7,2.5,4.4,9.4,0.473,2.9,3.4,0.836,3.0,5.7,0.523,1.4,3.6,0.395,2,1
373,996,1369,Caleb Swanigan,Purdue,Big Ten,2017,8.79,35,35,32.5,18.5,9.7,2.7,12.5,3.1,0.4,0.8,3.4,2.8,6.3,12.0,0.527,4.7,6.0,0.7809999999999999,5.3,9.6,0.5479999999999999,1.1,2.4,0.447,2,1
374,999,1373,Kyle Kuzma,Utah,Pac-12,2017,4.32,29,29,30.8,16.4,6.6,2.8,9.3,2.4,0.6,0.5,2.1,1.6,6.3,12.4,0.504,2.9,4.4,0.669,5.3,9.6,0.56,0.9,2.9,0.321,3,1
375,1000,1375,Tony Bradley,UNC,ACC,2017,11.76,38,0,14.6,7.1,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,2.7,4.7,0.573,1.7,2.8,0.619,2.7,4.7,0.573,0.0,0.0,0.0,1,1
376,1001,1377,Derrick White,Colorado,Big 12,2017,6.0,34,32,32.8,18.1,3.1,1.0,4.1,4.4,1.2,1.4,2.4,2.1,6.0,11.9,0.507,4.4,5.4,0.813,4.4,7.6,0.569,1.7,4.2,0.396,1,1
377,1005,1382,Josh Hart,Villanova,Big East,2017,9.28,36,35,33.1,18.7,5.0,1.4,6.4,2.9,1.6,0.3,2.0,2.3,6.6,12.9,0.51,3.5,4.7,0.747,4.5,7.8,0.579,2.1,5.1,0.404,4,1
378,1009,1387,Davon Reed,Miami (FL),ACC,2017,9.57,33,33,35.3,14.9,3.9,0.8,4.8,2.4,1.3,0.5,2.0,1.6,4.9,11.3,0.433,2.7,3.3,0.833,2.5,5.2,0.474,2.4,6.0,0.397,4,1
379,1013,1392,Wesley Iwundu,Kansas State,Big 12,2017,10.48,35,35,31.4,13.0,5.3,1.0,6.3,3.5,1.0,0.3,2.3,1.8,4.3,9.0,0.481,3.5,4.5,0.767,3.4,6.5,0.52,0.9,2.4,0.376,4,1
380,1017,1397,Frank Mason,Kansas,Big 12,2017,12.23,36,36,36.1,20.9,3.6,0.6,4.2,5.2,1.3,0.1,2.4,2.0,6.7,13.7,0.49,5.3,6.6,0.794,4.4,8.8,0.5,2.3,4.8,0.471,4,1
381,1019,1400,Ivan Rabb,California,Pac-10,2017,6.34,31,30,32.6,14.0,7.4,3.0,10.5,1.5,0.7,1.0,2.2,3.1,4.9,10.1,0.484,4.0,6.0,0.6629999999999999,4.6,9.4,0.49,0.3,0.6,0.4,2,1
382,1022,1404,Semi Ojeleye,SMU,AAC,2017,4.45,35,35,34.1,19.0,4.6,2.3,6.9,1.5,0.4,0.4,1.4,1.8,6.0,12.3,0.487,4.9,6.3,0.785,3.9,7.4,0.529,2.1,4.9,0.424,3,1
383,1025,1408,Jordan Bell,Oregon,Pac-12,2017,8.38,39,38,28.8,10.9,5.9,2.9,8.8,1.8,1.3,2.3,1.9,1.7,4.4,6.9,0.636,2.1,3.0,0.701,4.3,6.5,0.659,0.1,0.4,0.214,3,1
384,1027,1411,Jawun Evans,Oklahoma State,Big 12,2017,12.22,32,32,29.3,19.2,2.7,0.8,3.4,6.4,1.8,0.1,2.8,2.3,6.6,15.1,0.438,4.8,6.0,0.812,5.5,12.1,0.452,1.1,3.0,0.379,2,1
385,1029,1414,Dwayne Bacon,Florida State,ACC,2017,8.87,35,35,28.8,17.2,3.2,1.0,4.2,1.7,1.0,0.1,2.0,1.6,6.3,14.0,0.452,3.0,3.9,0.754,4.7,9.1,0.516,1.6,4.9,0.333,2,1
386,1031,1417,Tyler Dorsey,Oregon,Pac-12,2017,8.38,39,39,30.0,14.6,2.6,0.8,3.5,1.7,0.8,0.1,1.5,1.5,4.8,10.4,0.467,2.7,3.6,0.755,2.6,5.1,0.513,2.3,5.3,0.423,2,1
387,1033,1420,Thomas Bryant,Indiana,Big Ten,2017,8.15,34,34,28.1,12.6,4.4,2.2,6.6,1.5,0.8,1.5,2.3,3.1,4.4,8.4,0.519,3.2,4.4,0.73,3.7,6.6,0.556,0.7,1.8,0.383,2,1
388,1037,1425,Damyean Dotson,Houston,CUSA,2017,3.42,32,32,34.3,17.4,5.4,1.5,6.9,1.1,0.9,0.2,1.0,1.7,6.3,13.4,0.47,1.4,1.7,0.83,2.9,5.8,0.505,3.4,7.6,0.443,4,1
389,1040,1429,Dillon Brooks,Oregon,Pac-12,2017,8.38,35,27,25.3,16.1,2.2,1.0,3.2,2.7,1.1,0.5,2.1,2.8,5.9,12.1,0.488,2.7,3.6,0.754,4.3,8.0,0.532,1.6,4.1,0.401,3,1
390,1041,1431,Ike Anigbogu,UCLA,Pac-10,2017,6.39,29,0,13.0,4.7,2.6,1.4,4.0,0.2,0.2,1.2,0.8,2.5,2.0,3.5,0.564,0.8,1.5,0.535,2.0,3.5,0.564,0.0,0.0,0.0,1,1
391,1045,1436,Sindarius Thornwell,South Carolina,SEC,2017,10.16,31,31,33.9,21.4,4.6,2.5,7.1,2.8,2.1,1.0,2.5,2.3,6.3,14.2,0.444,6.9,8.4,0.83,4.4,9.4,0.471,1.9,4.8,0.392,4,1
392,1049,1441,Monte Morris,Iowa State,Big 12,2017,11.94,35,35,35.3,16.4,3.7,1.1,4.8,6.2,1.5,0.3,1.2,1.5,6.2,13.3,0.465,2.5,3.2,0.802,4.6,9.2,0.503,1.5,4.1,0.378,4,1
393,1052,1445,Edmond Sumner,Xavier,A-10,2017,11.51,22,19,31.7,14.3,3.6,0.5,4.1,4.8,1.2,0.7,2.6,2.3,4.6,9.6,0.479,4.5,6.2,0.735,4.0,7.6,0.5329999999999999,0.5,2.0,0.273,3,1
394,1054,1448,Kadeem Allen,Arizona,Pac-10,2017,7.63,34,33,30.0,9.8,3.7,0.4,4.0,3.0,1.6,0.6,1.9,2.4,3.1,6.9,0.453,2.5,3.4,0.741,2.2,4.7,0.466,0.9,2.2,0.4270000000000001,2,1
395,1058,1453,Alec Peters,Valparaiso,Horizon,2017,-1.59,29,29,35.1,23.0,7.6,2.6,10.1,2.2,0.8,0.4,2.4,2.2,7.5,16.1,0.466,5.9,6.7,0.887,5.5,10.6,0.519,2.0,5.5,0.363,4,1
396,1061,1457,Nigel Williams-Goss,Gonzaga,WCC,2017,4.13,38,38,32.8,16.8,5.4,0.6,6.0,4.7,1.7,0.1,2.1,1.6,5.8,11.9,0.486,4.1,4.8,0.867,4.7,8.8,0.527,1.1,3.1,0.368,3,1
397,1065,1462,Jabari Bird,California,Pac-10,2017,6.34,27,25,32.0,14.3,3.7,1.0,4.7,1.0,0.7,0.2,1.9,1.9,5.2,11.8,0.44,1.6,2.0,0.764,2.8,5.2,0.536,2.4,6.6,0.365,4,1
398,1069,1467,Jaron Blossomgame,Clemson,ACC,2017,9.98,33,33,34.3,17.7,4.5,1.8,6.3,1.5,0.8,0.9,1.7,1.6,6.7,13.4,0.499,3.6,5.1,0.7140000000000001,5.9,10.5,0.565,0.7,2.8,0.255,4,1
